end_station_name,end_station_latitude,end_station_longitude,year,month,count
Pitt St & Stanton St,40.71926081,-73.98178024,2018,7,1161
Pitt St & Stanton St,40.71926081,-73.98178024,2018,9,1
Plaza St West & Flatbush Ave,40.6750207,-73.97111473,2018,7,1806
Pleasant Ave & E 116 St,40.7949879,-73.9333349,2018,7,1371
Pleasant Ave & E 120 St,40.7974772,-73.9311847,2018,7,421
President St & Henry St,40.6828003,-73.99990419,2018,7,1084
Prospect Park West & 8 St,40.66514682,-73.97637606,2018,7,1462
Prospect Pl & 6 Ave,40.6793307,-73.97519523,2018,7,1438
Prospect Pl & Underhill Ave,40.6769694,-73.96579,2018,7,949
Prototype Lab Motivate Headquarters,40.65659567,-74.00849283,2018,7,1
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2018,7,369
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2018,8,2
Putnam Ave & Nostrand Ave,40.68402,-73.94977,2018,7,515
Putnam Ave & Throop Ave,40.6851532,-73.94111,2018,7,667
Putnam Ave & Throop Ave,40.6851532,-73.94111,2018,8,1
Queens Plaza North & Crescent St,40.75110165,-73.94073717,2018,7,3144
Railroad Ave & Kay Ave,40.70531194,-73.97100056,2018,7,169
Reade St & Broadway,40.71450451,-74.00562789,2018,7,2705
Reade St & Broadway,40.71450451,-74.00562789,2018,8,1
Richards St & Delavan St,40.6794327,-74.00785041,2018,7,397
Richardson St & N Henry St,40.71907891,-73.9422369,2018,7,1277
Riverside Blvd & W 67 St,40.77750703,-73.98888588,2018,7,3685
Riverside Blvd & W 67 St,40.77750703,-73.98888588,2018,8,2
Riverside Dr & W 104 St,40.8013434,-73.97114574,2018,7,1858
Riverside Dr & W 72 St,40.78057799,-73.98562431,2018,7,3294
Riverside Dr & W 72 St,40.78057799,-73.98562431,2018,8,1
Riverside Dr & W 78 St,40.78414472,-73.98362492,2018,7,2262
Riverside Dr & W 82 St,40.78720869,-73.98128127,2018,7,2193
Riverside Dr & W 91 St,40.79313481,-73.97700369,2018,7,1881
Riverside Dr & W 91 St,40.79313481,-73.97700369,2018,8,5
Rivington St & Chrystie St,40.72110063,-73.9919254,2018,7,2999
Rivington St & Ridge St,40.71850211,-73.98329859,2018,7,2405
Roebling St & N 4 St,40.71469,-73.95739,2018,7,2015
Roebling St & N 4 St,40.71469,-73.95739,2018,8,1
Rogers Ave & Sterling St,40.6630619,-73.9538746,2018,7,643
S 3 St & Bedford Ave,40.71260486,-73.96264403,2018,7,2462
S 3 St & Bedford Ave,40.71260486,-73.96264403,2018,8,1
S 4 St & Rodney St,40.70934,-73.95608,2018,7,1148
S 4 St & Rodney St,40.70934,-73.95608,2018,8,1
S 4 St & Wythe Ave,40.71285887,-73.96590294,2018,7,4844
S 4 St & Wythe Ave,40.71285887,-73.96590294,2018,8,3
S 5 Pl & S 5 St,40.710451,-73.960876,2018,7,4183
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2018,7,1252
Schermerhorn St & Bond St,40.68841743,-73.98451656,2018,7,2578
Schermerhorn St & Court St,40.69102926,-73.99183363,2018,7,690
Scholes St & Manhattan Ave,40.70870368,-73.9448625,2018,7,1645
Sigourney St & Columbia St,40.67267243,-74.00879525,2018,7,393
Smart Cities Conference,40.71015471,-73.98453534,2018,7,16
Smith St & 3 St,40.6787242,-73.99599099,2018,7,1213
Smith St & 9 St,40.6746957,-73.99785768,2018,7,1074
Soissons Landing,40.69231661,-74.01486576,2018,7,2487
South End Ave & Liberty St,40.711512,-74.015756,2018,7,9577
South St & Gouverneur Ln,40.70355377,-74.00670227,2018,7,6131
South St & Whitehall St,40.70122128,-74.01234218,2018,7,4036
St James Pl & Oliver St,40.71307916,-73.99851193,2018,7,2399
St James Pl & Pearl St,40.71117416,-74.00016545,2018,7,1281
St Johns Pl & Washington Ave,40.6737236,-73.9631611,2018,7,1065
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2018,7,5739
St Marks Pl & 2 Ave,40.7284186,-73.98713956,2018,7,6258
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2018,7,1535
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2018,8,1
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,2018,7,1078
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,2018,8,1
Stagg St & Union Ave,40.70877084,-73.95095259,2018,7,1509
Stagg St & Union Ave,40.70877084,-73.95095259,2018,8,1
Stanton St & Chrystie St,40.72229346,-73.99147535,2018,7,5481
Stanton St & Chrystie St,40.72229346,-73.99147535,2018,8,1
Stanton St & Mangin St,40.71782143,-73.97628939,2018,7,1805
Stanton St & Mangin St,40.71782143,-73.97628939,2018,8,1
State St & Smith St,40.68926942,-73.98912867,2018,7,2085
Steinway St & 23 Ave,40.7713937,-73.9077436,2018,7,544
Steinway St & 28 Ave,40.7656251,-73.9136695,2018,7,573
Sterling Pl & 7 Ave,40.67716489,-73.97382796,2018,7,574
Sterling Pl & Bedford Ave,40.672695,-73.954131,2018,7,799
Sterling St & Bedford Ave,40.6627059,-73.9569115,2018,7,345
Suffolk St & Stanton St,40.72066442,-73.98517977,2018,7,4963
Suffolk St & Stanton St,40.72066442,-73.98517977,2018,8,1
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,2018,7,176
Sullivan St & Washington Sq,40.73047747,-73.99906065,2018,7,5659
Sullivan St & Washington Sq,40.73047747,-73.99906065,2018,8,4
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2018,7,370
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2018,7,563
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,2018,7,1083
Underhill Ave & Pacific St,40.6804836,-73.9646795,2018,7,982
Union Ave & Jackson St,40.7160751,-73.952029,2018,7,829
Union Ave & N 12 St,40.71924,-73.95242,2018,7,2083
Union Ave & Wallabout St,40.70029511,-73.95032283,2018,7,494
Union St,40.7182113,-74.0836394,2018,7,2
Union St & 4 Ave,40.6772744,-73.98282002,2018,7,1671
Union St & Bedford Ave,40.6691783,-73.9554162,2018,7,304
Union St & Bedford Ave,40.6691783,-73.9554162,2018,8,1
Union St & Nevins St,40.679098,-73.98765475,2018,7,1607
University Pl & E 14 St,40.73492695,-73.99200509,2018,7,7878
University Pl & E 8 St,40.73143724,-73.99490342,2018,7,3893
Van Brunt St & Van Dyke St,40.67583294,-74.01472628,2018,7,1402
Van Brunt St & Wolcott St,40.6773429,-74.01275056,2018,7,841
Vernon Blvd & 10 St,40.7671863,-73.9373554,2018,7,689
Vernon Blvd & 10 St,40.7671863,-73.9373554,2018,8,1
Vernon Blvd & 30 Rd,40.770845,-73.934171,2018,7,955
Vernon Blvd & 30 Rd,40.770845,-73.934171,2018,8,1
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,2018,7,594
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,2018,7,534
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,2018,7,975
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2018,7,2720
Verona Pl & Fulton St,40.68035608,-73.9476791,2018,7,841
Vesey Pl & River Terrace,40.7153379,-74.01658354,2018,7,7930
W 100 St & Broadway,40.7973721,-73.97041192,2018,7,2433
W 100 St & Manhattan Ave,40.795,-73.9645,2018,7,1656
W 104 St & Amsterdam Ave,40.79904139,-73.9664948,2018,7,1183
W 106 St & Amsterdam Ave,40.8008363,-73.96644925,2018,7,1347
W 106 St & Central Park West,40.7981856,-73.9605909,2018,7,2137
W 106 St & Central Park West,40.7981856,-73.9605909,2018,8,2
W 107 St & Columbus Ave,40.7997568,-73.96211287,2018,7,745
W 11 St & 6 Ave,40.73532427,-73.99800419,2018,7,2735
W 110 St & Amsterdam Ave,40.802692,-73.96295,2018,7,1227
W 113 St & Broadway,40.805973,-73.964928,2018,7,1075
W 116 St & Amsterdam Ave,40.8067581,-73.9607082,2018,7,831
W 116 St & Broadway,40.8082,-73.9641,2018,7,980
W 116 St & Broadway,40.8082,-73.9641,2018,8,1
W 12 St & W 4 St,40.73756121,-74.00398269,2018,7,3778
W 120 St & Claremont Ave,40.8109494,-73.9634,2018,7,849
W 129 St & Convent Ave,40.81439444,-73.95324737,2018,7,536
W 13 St & 5 Ave,40.73543934,-73.99453948,2018,7,3323
W 13 St & 6 Ave,40.73649403,-73.99704374,2018,7,4587
W 13 St & 7 Ave,40.73781509,-73.99994661,2018,7,4436
W 15 St & 10 Ave,40.74275383,-74.00747359,2018,7,4819
W 15 St & 7 Ave,40.73935542,-73.99931783,2018,7,5936
W 16 St & 8 Ave,40.74102151,-74.00138497,2018,7,7733
W 16 St & 8 Ave,40.74102151,-74.00138497,2018,8,2
W 16 St & The High Line,40.74334935,-74.00681753,2018,7,4693
W 16 St & The High Line,40.74334935,-74.00681753,2018,8,1
W 17 St & 9 Ave,40.74294892,-74.00413692,2018,7,4842
W 18 St & 6 Ave,40.73971301,-73.99456405,2018,7,7805
W 18 St & 9 Ave,40.74353373,-74.00367558,2018,7,1001
W 20 St & 11 Ave,40.746745,-74.007756,2018,7,9837
W 20 St & 7 Ave,40.74238787,-73.99726235,2018,7,5232
W 20 St & 8 Ave,40.74345335,-74.00004031,2018,7,3803
W 21 St & 6 Ave,40.74173969,-73.99415556,2018,7,10666
W 22 St & 10 Ave,40.74691959,-74.00451887,2018,7,6395
W 22 St & 10 Ave,40.74691959,-74.00451887,2018,8,1
W 22 St & 8 Ave,40.74475148,-73.99915362,2018,7,6224
W 24 St & 7 Ave,40.74487634,-73.99529885,2018,7,6786
W 24 St & 7 Ave,40.74487634,-73.99529885,2018,8,2
W 25 St & 6 Ave,40.74395411,-73.99144871,2018,7,5808
W 25 St & 6 Ave,40.74395411,-73.99144871,2018,8,1
W 26 St & 10 Ave,40.74971775,-74.00295035,2018,7,4015
W 26 St & 8 Ave,40.74734825,-73.99723551,2018,7,6000
W 27 St & 10 Ave,40.75018156,-74.00218427,2018,7,5835
W 27 St & 7 Ave,40.746647,-73.993915,2018,7,5783
W 31 St & 7 Ave,40.749156,-73.9916,2018,7,7177
W 31 St & 7 Ave,40.749156,-73.9916,2018,8,2
W 33 St & 7 Ave,40.75019995,-73.99093085,2018,7,8068
W 34 St & 11 Ave,40.75594159,-74.0021163,2018,7,4285
W 36 St & 9 Ave,40.75462324,-73.99516761,2018,7,4463
W 36 St & 9 Ave,40.75462324,-73.99516761,2018,8,1
W 37 St & 10 Ave,40.75660359,-73.9979009,2018,7,4723
W 37 St & 10 Ave,40.75660359,-73.9979009,2018,8,6
W 37 St & 5 Ave,40.75038009,-73.98338988,2018,7,3228
W 37 St & 5 Ave,40.75038009,-73.98338988,2018,8,1
W 38 St & 8 Ave,40.75466591,-73.99138152,2018,7,6598
W 4 St & 7 Ave S,40.73401143,-74.00293877,2018,7,5923
W 41 St & 8 Ave,40.75640548,-73.9900262,2018,7,8680
W 41 St & 8 Ave,40.75640548,-73.9900262,2018,8,2
W 42 St & 8 Ave,40.7575699,-73.99098507,2018,7,4822
W 42 St & Dyer Ave,40.75898481,-73.99379969,2018,7,3854
W 42 St & Dyer Ave,40.75898481,-73.99379969,2018,8,3
W 43 St & 10 Ave,40.76009437,-73.99461843,2018,7,4891
W 43 St & 6 Ave,40.75527307,-73.98316936,2018,7,4649
W 44 St & 5 Ave,40.75500254,-73.98014437,2018,7,3042
W 45 St & 6 Ave (OLD),40.75668721,-73.98257732,2018,7,3852
W 45 St & 8 Ave,40.75929124,-73.98859651,2018,7,4756
W 46 St & 11 Ave,40.76341379,-73.99667444,2018,7,4459
W 47 St & 10 Ave,40.76269882,-73.99301222,2018,7,4489
W 49 St & 8 Ave,40.76227205,-73.98788205,2018,7,6207
W 49 St & 8 Ave,40.76227205,-73.98788205,2018,8,4
W 52 St & 11 Ave,40.76727216,-73.99392888,2018,7,4456
W 52 St & 5 Ave,40.75992262,-73.97648516,2018,7,3672
W 52 St & 5 Ave,40.75992262,-73.97648516,2018,8,1
W 52 St & 6 Ave,40.76132983,-73.97982001,2018,7,4032
W 52 St & 6 Ave,40.76132983,-73.97982001,2018,8,1
W 53 St & 10 Ave,40.76669671,-73.99061728,2018,7,4009
W 54 St & 9 Ave,40.76584941,-73.98690506,2018,7,3791
W 54 St & 9 Ave,40.76584941,-73.98690506,2018,8,2
W 55 St & 6 Ave,40.76309387,-73.97835016,2018,7,4076
W 56 St & 10 Ave,40.768254,-73.988639,2018,7,3095
W 56 St & 10 Ave,40.768254,-73.988639,2018,8,2
W 59 St & 10 Ave,40.770513,-73.988038,2018,7,3452
W 63 St & Broadway,40.77163851,-73.98261428,2018,7,4237
W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,2018,7,400
W 64 St & West End Ave,40.77452835,-73.98753759,2018,7,2179
W 67 St & Broadway,40.77492513,-73.98266566,2018,7,4272
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2018,7,1112
W 74 St & Columbus Ave,40.7785669,-73.97754961,2018,7,2439
W 76 St & Columbus Ave,40.78018397,-73.97728533,2018,7,2545
W 76 St & Columbus Ave,40.78018397,-73.97728533,2018,8,1
W 78 St & Broadway,40.78339981,-73.98093133,2018,7,2101
W 82 St & Central Park West,40.78275,-73.97137,2018,7,2863
W 84 St & Broadway,40.7867947,-73.977112,2018,7,2260
W 84 St & Broadway,40.7867947,-73.977112,2018,8,1
W 84 St & Columbus Ave,40.78499979,-73.97283406,2018,7,2721
W 87 St & Amsterdam Ave,40.78839,-73.9747,2018,7,2496
W 88 St & West End Ave,40.79025417,-73.9771834,2018,7,58
W 88 St & West End Ave,40.79025417,-73.9771834,2018,8,1
W 89 St & Columbus Ave,40.7882213,-73.97041561,2018,7,2389
W 89 St & Columbus Ave,40.7882213,-73.97041561,2018,8,2
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,2018,7,1420
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,2018,8,1
W 92 St & Broadway,40.7921,-73.9739,2018,7,1963
W 95 St & Broadway,40.7937704,-73.971888,2018,7,2742
W Broadway & Spring Street,40.72494672,-74.00165856,2018,7,4703
Warren St & Court St,40.686371,-73.99383324,2018,7,1406
Washington Ave & Greene Ave,40.68650065,-73.96563307,2018,7,1052
Washington Ave & Greene Ave,40.68650065,-73.96563307,2018,8,1
Washington Ave & Park Ave,40.69610226,-73.96751037,2018,7,1519
Washington Ave & Park Ave,40.69610226,-73.96751037,2018,8,1
Washington Park,40.6917823,-73.9737299,2018,7,1105
Washington Pl & 6 Ave,40.73224119,-74.00026394,2018,7,3306
Washington Pl & Broadway,40.72903917,-73.99404649,2018,7,3570
Washington St,40.7242941,-74.0354826,2018,7,2
Washington St & Gansevoort St,40.739323,-74.008119,2018,7,6947
Washington St & Gansevoort St,40.739323,-74.008119,2018,8,1
Water - Whitehall Plaza,40.70255065,-74.0127234,2018,7,2326
Water - Whitehall Plaza,40.70255065,-74.0127234,2018,8,2
Watts St & Greenwich St,40.72405549,-74.00965965,2018,7,4052
West Drive & Prospect Park West,40.66106337,-73.97945255,2018,7,3440
West End Ave & W 107 St,40.8021174,-73.96818053,2018,7,1244
West End Ave & W 107 St,40.8021174,-73.96818053,2018,8,1
West End Ave & W 94 St,40.7941654,-73.974124,2018,7,1778
West St & Chambers St,40.71754834,-74.01322069,2018,7,13186
West Thames St,40.70834698,-74.01713445,2018,7,4619
West Thames St,40.70834698,-74.01713445,2018,8,1
William St & Pine St,40.70717936,-74.00887308,2018,7,2351
Willoughby Ave & Hall St,40.69196035,-73.96536851,2018,7,1426
Willoughby Ave & Hall St,40.69196035,-73.96536851,2018,8,1
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2018,7,571
Willoughby Ave & Walworth St,40.69331716,-73.95381995,2018,7,652
Willoughby St & Fleet St,40.69196566,-73.9813018,2018,7,2331
Wolcott St & Dwight St,40.6753274,-74.0100698,2018,7,395
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2018,7,1118
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2018,8,1
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2018,7,4214
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2018,8,1
Yankee Ferry Terminal,40.686931,-74.016966,2018,7,1886
1 Ave & E 110 St,40.7923272,-73.9383,2018,8,1381
1 Ave & E 16 St,40.73221853,-73.98165557,2018,8,7283
1 Ave & E 16 St,40.73221853,-73.98165557,2018,9,2
1 Ave & E 18 St,40.73381219,-73.98054421,2018,8,5137
1 Ave & E 18 St,40.73381219,-73.98054421,2018,9,4
1 Ave & E 30 St,40.74144387,-73.97536082,2018,8,4396
1 Ave & E 44 St,40.75001986,-73.96905301,2018,8,3436
1 Ave & E 62 St,40.7612274,-73.96094022,2018,8,4500
1 Ave & E 68 St,40.76500525,-73.95818491,2018,8,6319
1 Ave & E 78 St,40.77140426,-73.9535166,2018,8,4173
1 Ave & E 94 St,40.7817212,-73.94594,2018,8,1662
1 Ave & E 94 St,40.7817212,-73.94594,2018,9,3
1 Pl & Clinton St,40.6809591,-73.99905709,2018,8,989
10 Hudson Yards,40.752957,-74.00264,2018,8,538
10 St & 5 Ave,40.6686273,-73.98700053,2018,8,756
10 St & 7 Ave,40.6662078,-73.98199886,2018,8,920
11 Ave & W 27 St,40.751396,-74.005226,2018,8,7198
11 Ave & W 41 St,40.76030096,-73.99884222,2018,8,5416
11 Ave & W 59 St,40.771522,-73.990541,2018,8,5525
11 Ave & W 59 St,40.771522,-73.990541,2018,9,3
11 St & 35 Ave,40.7627442,-73.9391141,2018,8,126
11 St & 43 Ave,40.7519071,-73.9479119,2018,8,195
12 Ave & W 40 St,40.76087502,-74.00277668,2018,8,11568
12 Ave & W 40 St,40.76087502,-74.00277668,2018,9,2
12 St & 4 Ave,40.668603,-73.9904394,2018,8,600
14 St & 5 Ave,40.666287,-73.98895053,2018,8,1265
14 St & 5 Ave,40.666287,-73.98895053,2018,9,1
14 St & 7 Ave,40.663779,-73.98396846,2018,8,980
19 St & 24 Ave,40.7774552,-73.9225403,2018,8,834
2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204,2018,8,1069
2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204,2018,9,1
2 Ave & 9 St,40.6724811,-73.99331394,2018,8,570
2 Ave & E 104 St,40.7892105,-73.94370784,2018,8,1098
2 Ave & E 104 St,40.7892105,-73.94370784,2018,9,2
2 Ave & E 122 St,40.8006721,-73.9349,2018,8,473
2 Ave & E 31 St,40.74290902,-73.97706058,2018,8,5415
2 Ave & E 55 St,40.75792021,-73.96638215,2018,8,2878
2 Ave & E 96 St,40.7839636,-73.9471673,2018,8,2790
2 Ave & E 99 St,40.7862586,-73.94552579,2018,8,791
21 St & 31 Dr,40.7659,-73.930819,2018,8,764
21 St & 31 Dr,40.7659,-73.930819,2018,9,2
21 St & 36 Ave,40.7601853,-73.9362726,2018,8,205
21 St & 38 Ave,40.7576314,-73.9391224,2018,8,195
21 St & 43 Ave,40.75052534,-73.94594845,2018,8,373
21 St & Hoyt Ave S,40.774645,-73.923706,2018,8,519
21 St & Queens Plaza North,40.75325964,-73.94335788,2018,8,766
23 Ave & 27 St,40.776165,-73.9153175,2018,8,298
24 Ave & 26 St,40.774591,-73.918544,2018,8,469
24 Ave & 29 St,40.7729,-73.916142,2018,8,481
24 St & 41 Ave,40.7527085,-73.9397405,2018,8,629
27 Ave & 4 St,40.7747175,-73.9337894,2018,8,181
27 Ave & 4 St,40.7747175,-73.9337894,2018,9,1
27 Ave & 9 St,40.7739825,-73.9309134,2018,8,315
27 St & Hunter St,40.7485,-73.941275,2018,8,608
28 Ave & 35 St,40.7671,-73.9169858,2018,8,557
28 Ave & 35 St,40.7671,-73.9169858,2018,9,1
28 Ave & 44 St,40.76408932,-73.91065121,2018,8,491
28 St & 36 Ave,40.757186,-73.932719,2018,8,450
28 St & 38 Ave,40.754876,-73.934326,2018,8,563
28 St & 38 Ave,40.754876,-73.934326,2018,9,2
28 St & 40 Ave,40.7525758,-73.9364281,2018,8,293
28 St & 41 Ave,40.751047,-73.93797,2018,8,1134
3 Ave & 14 St,40.6685455,-73.99333264,2018,8,773
3 Ave & E 100 St,40.7877214,-73.94728331,2018,8,448
3 Ave & E 112 St,40.795508,-73.941606,2018,8,510
3 Ave & E 112 St,40.795508,-73.941606,2018,9,1
3 Ave & E 62 St,40.76312584,-73.96526895,2018,8,2019
3 Ave & E 71 St,40.76873687,-73.96119945,2018,8,781
3 Ave & E 72 St,40.7699426,-73.96060712,2018,8,1083
3 Ave & E 95 St,40.7845968,-73.94968539,2018,8,999
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2018,8,1735
3 St & 3 Ave,40.6750705,-73.98775226,2018,8,1636
3 St & 7 Ave,40.6703837,-73.97839676,2018,8,1412
3 St & Hoyt St,40.6777287,-73.99364123,2018,8,794
3 St & Prospect Park West,40.668132,-73.97363831,2018,8,1744
30 Ave & 21 St,40.7703743,-73.9286078,2018,8,305
31 Ave & 14 St,40.7682,-73.9322662,2018,8,464
31 Ave & 30 St,40.7647,-73.9240312,2018,8,758
31 Ave & 34 St,40.763154,-73.920827,2018,8,957
31 Ave & Crescent St,40.7658346,-73.9265474,2018,8,790
31 Ave & Crescent St,40.7658346,-73.9265474,2018,9,1
31 Ave & Steinway St,40.7612939,-73.91691685,2018,8,799
31 St & 23 Ave,40.7747878,-73.9125551,2018,8,1702
31 St & 35 Ave,40.75820465,-73.9283216,2018,8,826
31 St & 35 Ave,40.75820465,-73.9283216,2018,9,1
31 St & Astoria Blvd,40.7699176,-73.9184057,2018,8,1128
31 St & Broadway,40.761584,-73.925921,2018,8,1240
31 St & Hoyt Ave N,40.7711528,-73.9170074,2018,8,694
31 St & Northern Blvd,40.75186951,-73.9334929,2018,8,484
31 St & Thomson Ave,40.74469738,-73.93540375,2018,8,423
32 St & 30 Ave,40.76642553,-73.92062902,2018,8,1692
32 St & 30 Ave,40.76642553,-73.92062902,2018,9,1
34 Ave & 13 St,40.7638753,-73.9364848,2018,8,185
34 Ave & 21 St,40.7628138,-73.9342862,2018,8,436
34 Ave & 38 St,40.756913,-73.921631,2018,8,1306
34 St & 35 Ave,40.7569332,-73.9262231,2018,8,671
35 Ave & 10 St,40.76315482,-73.9398551,2018,8,306
35 Ave & 37 St,40.7557327,-73.9236611,2018,8,848
35 St & 34 Ave,40.7580583,-73.9242751,2018,8,532
35 St & Broadway,40.760339,-73.9222427,2018,8,727
36 Ave & 10 St,40.7614376,-73.9411265,2018,8,488
37 Ave & 35 St,40.7531106,-73.9279917,2018,8,447
37 St & 24 Ave,40.7701477,-73.9120938,2018,8,448
39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977,-74.01062787,2018,8,407
39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977,-74.01062787,2018,9,1
4 Ave & 2 St,40.67461342,-73.98501143,2018,8,754
4 Ave & 9 St,40.6705135,-73.98876585,2018,8,1182
4 Ave & 9 St,40.6705135,-73.98876585,2018,9,1
40 Ave & 9 St,40.75742,-73.945133,2018,8,199
43 St & Broadway,40.7577284,-73.9166368,2018,8,799
44 Dr & 21 St,40.748,-73.9460927,2018,8,1216
44 Dr & Jackson Ave,40.74718234,-73.9432635,2018,8,1708
45 Rd & 11 St,40.74708586,-73.94977234,2018,8,1241
46 Ave & 5 St,40.74731,-73.95451,2018,8,2031
47 Ave & 31 St,40.743,-73.93561,2018,8,446
47 Ave & Skillman Ave,40.74375241,-73.94176483,2018,8,9
48 Ave & 30 Pl,40.74128309,-73.93725872,2018,8,221
48 Ave & 5 St,40.74436329,-73.95587325,2018,8,583
49 Ave & 21 St,40.74252,-73.948852,2018,8,387
5 Ave & 3 St,40.6728155,-73.98352355,2018,8,1682
5 Ave & E 103 St,40.7922553,-73.95249933,2018,8,2608
5 Ave & E 126 St,40.80698,-73.941747,2018,8,465
5 Ave & E 126 St,40.80698,-73.941747,2018,9,1
5 Ave & E 29 St,40.7451677,-73.98683077,2018,8,5686
5 Ave & E 63 St,40.766368,-73.971518,2018,8,2792
5 Ave & E 73 St,40.77282817,-73.96685276,2018,8,5669
5 Ave & E 78 St,40.77632142,-73.96427393,2018,8,4240
5 Ave & E 88 St,40.78307,-73.95939,2018,8,5910
5 Ave & E 93 St,40.7857851,-73.957481,2018,8,2007
5 St & 51 Ave,40.7423737,-73.9566,2018,8,460
5 St & 51 Ave,40.7423737,-73.9566,2018,9,1
5 St & 6 Ave,40.6704836,-73.98208968,2018,8,672
5 St & Market St,40.69999748,-73.97440128,2018,8,406
6 Ave & 12 St,40.6663181,-73.9854617,2018,8,668
6 Ave & 9 St,40.668127,-73.98377641,2018,8,1195
6 Ave & Canal St,40.72243797,-74.00566443,2018,8,5173
6 Ave & Spring St,40.7252557,-74.00412083,2018,8,4891
6 Ave & W 33 St,40.74901271,-73.98848395,2018,8,8386
6 St & 7 Ave,40.6686627,-73.97988067,2018,8,849
7 St & 3 Ave,40.67260298,-73.98983002,2018,8,766
7 St & 5 Ave,40.6704922,-73.98541675,2018,8,970
8 Ave & W 31 St,40.75058535,-73.99468482,2018,8,10041
8 Ave & W 33 St,40.751551,-73.993934,2018,8,9491
8 Ave & W 33 St,40.751551,-73.993934,2018,9,4
8 Ave & W 52 St,40.76370739,-73.9851615,2018,8,4792
8 Ave & W 52 St,40.76370739,-73.9851615,2018,9,2
9 Ave & W 22 St,40.7454973,-74.00197139,2018,8,6337
9 Ave & W 28 St,40.74937024,-73.99923384,2018,8,3304
9 Ave & W 45 St,40.76019252,-73.9912551,2018,8,6665
9 Ave & W 45 St,40.76019252,-73.9912551,2018,9,1
9 St & 44 Rd,40.74966,-73.9521,2018,8,478
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,2018,8,605
Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,2018,8,663
Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,2018,8,895
Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,2018,8,845
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2018,8,1941
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2018,9,1
Albany Ave & Fulton St,40.6800105,-73.938475,2018,8,313
Allen St & Hester St,40.71605866,-73.99190759,2018,8,5420
Allen St & Hester St,40.71605866,-73.99190759,2018,9,3
Allen St & Rivington St,40.72019576,-73.98997825,2018,8,5565
Allen St & Stanton St,40.722055,-73.989111,2018,8,5959
Allen St & Stanton St,40.722055,-73.989111,2018,9,3
Amsterdam Ave & W 119 St,40.8086249,-73.9596214,2018,8,868
Amsterdam Ave & W 125 St,40.813358,-73.956461,2018,8,983
Amsterdam Ave & W 125 St,40.813358,-73.956461,2018,9,1
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,2018,8,1715
Amsterdam Ave & W 73 St,40.77966809,-73.98093045,2018,8,5507
Amsterdam Ave & W 73 St,40.77966809,-73.98093045,2018,9,1
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2018,8,3148
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2018,8,2871
Astoria Park S & Shore Blvd,40.7767,-73.927631,2018,8,651
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2018,8,1949
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2018,9,1
Atlantic Ave & Furman St,40.69165183,-73.9999786,2018,8,3152
Avenue D & E 12 St,40.72580614,-73.97422494,2018,8,1277
Avenue D & E 12 St,40.72580614,-73.97422494,2018,9,1
Avenue D & E 3 St,40.72082834,-73.97793172,2018,8,2208
Avenue D & E 3 St,40.72082834,-73.97793172,2018,9,1
Avenue D & E 8 St,40.72368361,-73.97574813,2018,8,1772
