start_station_name,start_station_latitude,start_station_longitude,year,month,count
Division St & Bowery,40.71413089,-73.9970468,2015,11,1970
Driggs Ave & Lorimer St,40.72179134,-73.9504154,2015,11,561
Driggs Ave & N Henry St,40.72325,-73.94308,2015,11,779
Duane St & Greenwich St,40.71748752,-74.0104554,2015,11,1644
Duffield St & Willoughby St,40.69221589,-73.9842844,2015,11,706
E 10 St & 5 Ave,40.73331967,-73.99510132,2015,11,3123
E 10 St & Avenue A,40.72740794,-73.98142006,2015,11,4539
E 11 St & 1 Ave,40.72953837,-73.98426726,2015,11,3180
E 11 St & 1 Ave,40.72953837,-73.98426726,2015,12,1
E 11 St & 2 Ave,40.73047309,-73.98672378,2015,11,3903
E 11 St & 2 Ave,40.73047309,-73.98672378,2015,12,1
E 11 St & Broadway,40.73261787,-73.99158043,2015,11,2237
E 11 St & Broadway,40.73261787,-73.99158043,2015,12,1
E 12 St & 3 Ave,40.73223272,-73.98889957,2015,11,4037
E 12 St & 3 Ave,40.73223272,-73.98889957,2015,12,2
E 13 St & Avenue A,40.72955361,-73.98057249,2015,11,2993
E 14 St & Avenue B,40.72938685,-73.97772429,2015,11,4603
E 15 St & 3 Ave,40.734232,-73.986923,2015,11,4030
E 16 St & 5 Ave,40.73726186,-73.99238967,2015,11,4355
E 16 St & Irving Pl,40.73524276,-73.98758561,2015,11,3357
E 16 St & Irving Pl,40.73524276,-73.98758561,2015,12,1
E 17 St & Broadway,40.73704984,-73.99009296,2015,11,7740
E 19 St & 3 Ave,40.73624527,-73.98473765,2015,11,2479
E 2 St & 2 Ave,40.72502876,-73.99069656,2015,11,2707
E 2 St & Avenue B,40.72217444,-73.98368779,2015,11,3098
E 2 St & Avenue C,40.7208736,-73.98085795,2015,11,1747
E 20 St & 2 Ave,40.73587678,-73.98205027,2015,11,3966
E 20 St & 2 Ave,40.73587678,-73.98205027,2015,12,1
E 20 St & FDR Drive,40.73314259,-73.97573881,2015,11,3153
E 20 St & Park Ave,40.73827428,-73.98751968,2015,11,4062
E 20 St & Park Ave,40.73827428,-73.98751968,2015,12,2
E 23 St & 1 Ave,40.736502,-73.97809472,2015,11,3830
E 23 St & 1 Ave,40.736502,-73.97809472,2015,12,1
E 24 St & Park Ave S,40.74096374,-73.98602213,2015,11,3306
E 25 St & 1 Ave,40.7381765,-73.97738662,2015,11,2959
E 25 St & 2 Ave,40.73912601,-73.97973776,2015,11,4157
E 27 St & 1 Ave,40.739445,-73.976806,2015,11,2471
E 27 St & 1 Ave,40.739445,-73.976806,2015,12,1
E 3 St & 1 Ave,40.72467721,-73.98783413,2015,11,3150
E 30 St & Park Ave S,40.74444921,-73.98303529,2015,11,3524
E 31 St & 3 Ave,40.74394314,-73.97966069,2015,11,3140
E 31 St & 3 Ave,40.74394314,-73.97966069,2015,12,1
E 32 St & Park Ave,40.7457121,-73.98194829,2015,11,4776
E 33 St & 2 Ave,40.744023,-73.976056,2015,11,4419
E 33 St & 5 Ave,40.74765947,-73.98490707,2015,11,3698
E 37 St & Lexington Ave,40.748238,-73.978311,2015,11,1828
E 39 St & 2 Ave,40.74780373,-73.9734419,2015,11,4643
E 39 St & 2 Ave,40.74780373,-73.9734419,2015,12,1
E 39 St & 3 Ave,40.7489006,-73.97604882,2015,11,3378
E 4 St & 2 Ave,40.7262807,-73.98978041,2015,11,3206
E 40 St & Madison Ave,40.75159368,-73.98043156,2015,11,2903
E 41 St & Madison Ave,40.75216528,-73.97992194,2015,11,1865
E 43 St & 2 Ave,40.75022392,-73.97121414,2015,11,1495
E 45 St & 3 Ave,40.75255434,-73.97282625,2015,11,2357
E 45 St & 3 Ave,40.75255434,-73.97282625,2015,12,1
E 47 St & 1 Ave,40.75206862,-73.96784384,2015,11,1439
E 47 St & 2 Ave,40.75323098,-73.97032517,2015,11,2258
E 47 St & Park Ave,40.75510267,-73.97498696,2015,11,4541
E 48 St & 3 Ave,40.7546011,-73.97187886,2015,11,2306
E 48 St & 5 Ave,40.75724568,-73.97805914,2015,11,3038
E 5 St & Avenue C,40.72299208,-73.97995466,2015,11,1709
E 51 St & 1 Ave,40.75455731,-73.96592976,2015,11,1632
E 51 St & 1 Ave,40.75455731,-73.96592976,2015,12,1
E 51 St & Lexington Ave,40.75714758,-73.97207836,2015,11,2229
E 52 St & 2 Ave,40.756014,-73.967416,2015,11,2340
E 53 St & Lexington Ave,40.75828065,-73.97069431,2015,11,1867
E 53 St & Madison Ave,40.7597108,-73.97402311,2015,11,1922
E 55 St & 2 Ave,40.75797322,-73.96603308,2015,11,2567
E 55 St & 3 Ave,40.75899656,-73.96865398,2015,11,1965
E 55 St & Lexington Ave,40.75968085,-73.97031366,2015,11,1486
E 56 St & Madison Ave,40.761628,-73.972924,2015,11,1931
E 58 St & 3 Ave,40.76095756,-73.96724467,2015,11,3182
E 58 St & 3 Ave,40.76095756,-73.96724467,2015,12,1
E 59 St & Madison Ave,40.76350532,-73.97109243,2015,11,1654
E 6 St & Avenue B,40.72453734,-73.98185424,2015,11,2808
E 6 St & Avenue D,40.72228087,-73.97668709,2015,11,1258
E 60 St & York Ave,40.759107,-73.959223,2015,11,1141
E 67 St & Park Ave,40.7678008,-73.96592081,2015,11,1857
E 7 St & Avenue A,40.72621788,-73.98379855,2015,11,3277
E 7 St & Avenue A,40.72621788,-73.98379855,2015,12,1
E 72 St & Park Ave,40.77118288,-73.96409422,2015,11,1755
E 72 St & York Ave,40.76663814,-73.95348296,2015,11,2931
E 75 St & 3 Ave,40.77112927,-73.95772297,2015,11,1935
E 77 St & 3 Ave,40.77314236,-73.95856158,2015,11,1010
E 81 St & 3 Ave,40.77573034,-73.9567526,2015,11,1015
E 81 St & Park Ave,40.77677702,-73.9590097,2015,11,992
E 81 St & York Ave,40.7728384,-73.94989233,2015,11,913
E 82 St & 2 Ave,40.77517793,-73.95324922,2015,11,660
E 84 St & 1 Ave,40.77565541,-73.95068615,2015,11,1476
E 84 St & Park Ave,40.77862688,-73.95772073,2015,11,2757
E 85 St & 3 Ave,40.77801203,-73.95407149,2015,11,2541
E 85 St & York Ave,40.77536905,-73.94803392,2015,11,1579
E 9 St & Avenue C,40.72521311,-73.97768752,2015,11,20
East End Ave & E 86 St,40.77518615,-73.94446054,2015,11,688
Elizabeth St & Hester St,40.71729,-73.996375,2015,11,2799
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,2015,11,668
FDR Drive & E 35 St,40.744219,-73.97121214,2015,11,2337
Forsyth St & Broome St,40.71893904,-73.99266288,2015,11,3290
Forsyth St & Canal St,40.7158155,-73.99422366,2015,11,2148
Franklin Ave & Myrtle Ave,40.694528,-73.958089,2015,11,315
Franklin St & Dupont St,40.73564,-73.95866,2015,11,530
Franklin St & W Broadway,40.71911552,-74.00666661,2015,11,2074
Front St & Gold St,40.70224,-73.982578,2015,11,524
Front St & Maiden Ln,40.70530954,-74.00612572,2015,11,1318
Front St & Maiden Ln,40.70530954,-74.00612572,2015,12,1
Front St & Washington St,40.70255088,-73.98940236,2015,11,1303
Frost St & Meeker St,40.71764,-73.94882,2015,11,299
Fulton St & Broadway,40.711066,-74.009447,2015,11,1938
Fulton St & Broadway,40.711066,-74.009447,2015,12,1
Fulton St & Clermont Ave,40.68415748,-73.96922273,2015,11,507
Fulton St & Grand Ave,40.68223166,-73.9614583,2015,11,449
Fulton St & Rockwell Pl,40.688226,-73.979382,2015,11,643
Fulton St & Utica Ave,40.6794268,-73.9298911,2015,11,256
Fulton St & Washington Ave,40.683048,-73.964915,2015,11,808
Fulton St & William St,40.70955958,-74.00653609,2015,11,1756
Gallatin Pl & Livingston St,40.69028437,-73.98707105,2015,11,407
Graham Ave & Conselyea St,40.715143,-73.944507,2015,11,1266
Graham Ave & Grand St,40.711863,-73.944024,2015,11,426
Graham Ave & Herbert St,40.71929301,-73.94500379,2015,11,256
Graham Ave & Withers St,40.7169811,-73.94485918,2015,11,348
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2015,11,4191
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2015,12,1
Grand St & Greene St,40.72165481,-74.00234737,2015,11,2416
Grand St & Havemeyer St,40.71286844,-73.95698119,2015,11,942
Great Jones St,40.72743423,-73.99379025,2015,11,3926
Greene Ave & Nostrand Ave,40.6883337,-73.950916,2015,11,222
Greene Ave & Throop Ave,40.6894932,-73.942061,2015,11,262
Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,2015,11,841
Greenwich Ave & 8 Ave,40.73901691,-74.00263761,2015,11,5915
Greenwich Ave & Charles St,40.735238,-74.000271,2015,11,3177
Greenwich St & N Moore St,40.72043411,-74.01020609,2015,11,3094
Greenwich St & W Houston St,40.728846,-74.008591,2015,11,3839
Greenwich St & Warren St,40.71542197,-74.01121978,2015,11,3878
Greenwich St & Warren St,40.71542197,-74.01121978,2015,12,1
Halsey St & Tompkins Ave,40.6823687,-73.944118,2015,11,264
Hancock St & Bedford Ave,40.68216564,-73.95399026,2015,11,229
Hanson Pl & St Felix St,40.6851596,-73.97711366,2015,11,1543
Hanson Pl & St Felix St,40.6851596,-73.97711366,2015,12,1
Harrison St & Hudson St,40.71870987,-74.0090009,2015,11,1543
Henry St & Atlantic Ave,40.69089272,-73.99612349,2015,11,1090
Henry St & Grand St,40.714215,-73.981346,2015,11,2236
Henry St & Poplar St,40.700469,-73.991454,2015,11,368
Henry St & Poplar St,40.700469,-73.991454,2015,12,1
Hicks St & Montague St,40.69512845,-73.99595065,2015,11,941
Hope St & Union Ave,40.71167351,-73.95141312,2015,11,575
Hope St & Union Ave,40.71167351,-73.95141312,2015,12,1
Howard St & Centre St,40.71910537,-73.99973337,2015,11,2703
Hudson St & Reade St,40.71625008,-74.0091059,2015,11,1991
Hudson St & Reade St,40.71625008,-74.0091059,2015,12,1
Humboldt St & Varet St,40.7031724,-73.940636,2015,11,274
Huron St & Franklin St,40.73266,-73.95826,2015,11,537
India St & East River,40.73165141,-73.96161892,2015,11,247
India St & Manhattan Ave,40.73232194,-73.9550858,2015,11,666
Jackson Ave & 46 Rd,40.74524768,-73.94733276,2015,11,287
Jackson Ave & 46 Rd,40.74524768,-73.94733276,2015,12,1
Jay St & Tech Pl,40.695065,-73.987167,2015,11,1233
John St & William St,40.70862144,-74.00722156,2015,11,1574
John St & William St,40.70862144,-74.00722156,2015,12,1
Johnson St & Gold St,40.69474881,-73.98362464,2015,11,851
Kent Ave & N 7 St,40.72057658,-73.96150225,2015,11,1951
Kent Ave & S 11 St,40.70827295,-73.96834101,2015,11,853
Kingston Ave & Herkimer St,40.67890679,-73.94142771,2015,11,131
Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,2015,11,198
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,2015,11,223
LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2015,11,4501
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,2015,11,497
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,2015,11,752
Lafayette Ave & St James Pl,40.68851534,-73.9647628,2015,11,719
Lafayette St & E 8 St,40.73028666,-73.9907647,2015,11,8810
Lafayette St & Jersey St,40.72456089,-73.99565293,2015,11,5559
Lafayette St & Jersey St,40.72456089,-73.99565293,2015,12,1
Laight St & Hudson St,40.72185379,-74.00771779,2015,11,895
Lawrence St & Willoughby St,40.69236178,-73.98631746,2015,11,1252
Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,2015,11,600
Leonard St & Bayard St,40.71928,-73.94861,2015,11,406
Leonard St & Boerum St,40.70583339,-73.94644578,2015,11,226
Leonard St & Church St,40.717571,-74.005549,2015,11,1933
Leonard St & Grand St,40.71103537,-73.94714303,2015,11,517
Leonard St & Manhattan Ave,40.7215224,-73.94898266,2015,11,260
Leonard St & Meeker Ave,40.7173184,-73.94820213,2015,11,188
Lewis Ave & Decatur St,40.6814598,-73.934903,2015,11,121
Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,2015,11,212
Lewis Ave & Madison St,40.686312,-73.935775,2015,11,374
Lexington Ave & Classon Ave,40.68676793,-73.95928168,2015,11,486
Lexington Ave & E 24 St,40.74025878,-73.98409214,2015,11,5775
Lexington Ave & E 24 St,40.74025878,-73.98409214,2015,12,1
Lexington Ave & E 29 St,40.74311555,-73.98215353,2015,11,3545
Lexington Ave & E 63 St,40.76440023,-73.96648977,2015,11,1453
Liberty St & Broadway,40.70905623,-74.01043382,2015,11,2293
Liberty St & Broadway,40.70905623,-74.01043382,2015,12,1
Lispenard St & Broadway,40.71939226,-74.00247214,2015,11,2326
Little West St & 1 Pl,40.70569254,-74.01677685,2015,11,2304
Lorimer St & Broadway,40.70411791,-73.94818595,2015,11,255
MacDougal St & Prince St,40.72710258,-74.00297088,2015,11,2805
MacDougal St & Prince St,40.72710258,-74.00297088,2015,12,1
MacDougal St & Washington Sq,40.73226398,-73.99852205,2015,11,2997
Macon St & Nostrand Ave,40.68098339,-73.95004798,2015,11,683
Madison St & Clinton St,40.71269042,-73.98776323,2015,11,1203
Madison St & Montgomery St,40.713126,-73.984844,2015,11,985
Maiden Ln & Pearl St,40.70706456,-74.00731853,2015,11,1577
Marcus Garvey Blvd & Macon St,40.682601,-73.938037,2015,11,176
Marcy Ave & Lafayette Ave,40.6900815,-73.947915,2015,11,80
Marcy Ave & MacDonough St,40.68061768,-73.94624949,2015,11,150
Market St & Cherry St,40.71076228,-73.99400398,2015,11,1053
McGuinness Blvd & Eagle St,40.73555,-73.95284,2015,11,570
McKibbin St & Manhattan Ave,40.70510918,-73.94407279,2015,11,185
Mercer St & Bleecker St,40.72679454,-73.99695094,2015,11,4043
Mercer St & Bleecker St,40.72679454,-73.99695094,2015,12,1
Mercer St & Spring St,40.72362738,-73.99949601,2015,11,2333
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,2015,11,836
Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,2015,12,1
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2015,11,1237
Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,2015,11,809
Milton St & Franklin St,40.72906,-73.95779,2015,11,1083
Monroe St & Bedford Ave,40.6851443,-73.95380904,2015,11,483
Monroe St & Classon Ave,40.6845683,-73.95881081,2015,11,357
Monroe St & Classon Ave,40.6845683,-73.95881081,2015,12,1
Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,2015,11,708
Mott St & Prince St,40.72317958,-73.99480012,2015,11,3301
Murray St & West St,40.7149787,-74.013012,2015,11,2019
Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2015,11,455
Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,2015,11,249
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,2015,11,318
N 11 St & Wythe Ave,40.72153267,-73.95782357,2015,11,765
N 12 St & Bedford Ave,40.72079821,-73.95484712,2015,11,740
N 15 St & Wythe Ave,40.724055,-73.955736,2015,11,201
N 6 St & Bedford Ave,40.71745169,-73.95850939,2015,11,2090
N 8 St & Driggs Ave,40.71774592,-73.95600096,2015,11,1954
N Henry St & Richardson St,40.71921585,-73.9424469,2015,11,694
Nassau Ave & Russell St,40.72557,-73.94434,2015,11,1208
Nassau St & Navy St,40.69839895,-73.98068914,2015,11,347
Norfolk St & Broome St,40.7172274,-73.98802084,2015,11,1909
Norman Ave & Leonard St,40.7258483,-73.95064893,2015,11,557
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,2015,11,126
Old Fulton St,40.70277159,-73.99383605,2015,11,1284
Old Slip & Front St,40.7037992,-74.00838676,2015,11,1211
PABT Valet,40.75898481,-73.99379969,2015,11,2340
Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,2015,11,92
Park Ave & St Edwards St,40.69608941,-73.97803415,2015,11,195
Pearl St & Anchorage Pl,40.70281858,-73.98765762,2015,11,763
Pearl St & Hanover Square,40.7047177,-74.00926027,2015,11,2127
Peck Slip & Front St,40.707873,-74.00167,2015,11,2166
Peck Slip & Front St,40.707873,-74.00167,2015,12,1
Penn Station Valet,40.7512836,-73.99692446,2015,11,5634
Perry St & Bleecker St,40.73535398,-74.00483091,2015,11,1956
Pershing Square North,40.751873,-73.977706,2015,11,11266
Pershing Square North,40.751873,-73.977706,2015,12,1
Pershing Square South,40.751581,-73.97791,2015,11,5008
Pike St & E Broadway,40.71406667,-73.99293911,2015,11,1858
Pike St & Monroe St,40.71173107,-73.99193043,2015,11,1021
Pitt St & Stanton St,40.71926081,-73.98178024,2015,11,847
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2015,11,104
Putnam Ave & Nostrand Ave,40.68402,-73.94977,2015,11,169
Putnam Ave & Throop Ave,40.6851532,-73.94111,2015,11,294
Queens Plaza North & Crescent St,40.75110165,-73.94073717,2015,11,1074
Railroad Ave & Kay Ave,40.70531194,-73.97100056,2015,11,34
Reade St & Broadway,40.71450451,-74.00562789,2015,11,1968
Riverside Blvd & W 67 St,40.77750703,-73.98888588,2015,11,1666
Riverside Dr & W 72 St,40.78057799,-73.98562431,2015,11,1251
Riverside Dr & W 78 St,40.78414472,-73.98362492,2015,11,1002
Riverside Dr & W 82 St,40.78720869,-73.98128127,2015,11,1630
Rivington St & Chrystie St,40.72110063,-73.9919254,2015,11,1884
Roebling St & N 4 St,40.71469,-73.95739,2015,11,630
S 3 St & Bedford Ave,40.71260486,-73.96264403,2015,11,1147
S 4 St & Rodney St,40.70934,-73.95608,2015,11,323
S 4 St & Wythe Ave,40.71285887,-73.96590294,2015,11,911
S 4 St & Wythe Ave,40.71285887,-73.96590294,2015,12,1
S 5 Pl & S 4 St,40.710451,-73.960876,2015,11,2271
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2015,11,463
Sands St & Navy St,40.699773,-73.979927,2015,11,170
Scholes St & Manhattan Ave,40.70870368,-73.9448625,2015,11,372
Shevchenko Pl & E 7 St,40.728145,-73.990214,2015,11,2944
South End Ave & Liberty St,40.711512,-74.015756,2015,11,4810
South St & Gouverneur Ln,40.70355377,-74.00670227,2015,11,1908
South St & Gouverneur Ln,40.70355377,-74.00670227,2015,12,1
South St & Whitehall St,40.70122128,-74.01234218,2015,11,1457
Spruce St & Nassau St,40.71146364,-74.00552427,2015,11,1789
St James Pl & Oliver St,40.71307916,-73.99851193,2015,11,1590
St James Pl & Pearl St,40.71117416,-74.00016545,2015,11,819
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2015,11,3086
St Marks Pl & 2 Ave,40.7284186,-73.98713956,2015,11,3732
Stagg St & Union Ave,40.70877084,-73.95095259,2015,11,655
Stanton St & Chrystie St,40.72229346,-73.99147535,2015,11,2528
Stanton St & Chrystie St,40.72229346,-73.99147535,2015,12,1
Stanton St & Mangin St,40.71782143,-73.97628939,2015,11,1162
State St & Smith St,40.68926942,-73.98912867,2015,11,1472
State St & Smith St,40.68926942,-73.98912867,2015,12,1
Suffolk St & Stanton St,40.72066442,-73.98517977,2015,11,3393
Sullivan St & Washington Sq,40.73047747,-73.99906065,2015,11,3591
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2015,11,112
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2015,11,214
Union Ave & Jackson St,40.7160751,-73.952029,2015,11,438
Union Ave & N 12 St,40.71924,-73.95242,2015,11,439
Union Ave & Wallabout St,40.70029511,-73.95032283,2015,11,167
University Pl & E 14 St,40.73492695,-73.99200509,2015,11,5254
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2015,11,1316
Vesey Pl & River Terrace,40.7153379,-74.01658354,2015,11,5276
W 11 St & 6 Ave,40.73532427,-73.99800419,2015,11,1962
W 11 St & 6 Ave,40.73532427,-73.99800419,2015,12,1
W 13 St & 5 Ave,40.73543934,-73.99453948,2015,11,3286
W 13 St & 5 Ave,40.73543934,-73.99453948,2015,12,1
W 13 St & 6 Ave,40.73649403,-73.99704374,2015,11,3835
W 13 St & 6 Ave,40.73649403,-73.99704374,2015,12,1
W 13 St & 7 Ave,40.73781509,-73.99994661,2015,11,3268
W 13 St & Hudson St,40.73997354,-74.00513873,2015,11,2829
W 14 St & The High Line,40.74195138,-74.00803013,2015,11,2086
W 14 St & The High Line,40.74195138,-74.00803013,2015,12,1
W 15 St & 7 Ave,40.73935542,-73.99931783,2015,11,3674
W 16 St & The High Line,40.74334935,-74.00681753,2015,11,3013
W 17 St & 8 Ave,40.74177603,-74.00149746,2015,11,4455
W 18 St & 6 Ave,40.73971301,-73.99456405,2015,11,5360
W 20 St & 11 Ave,40.746745,-74.007756,2015,11,5396
W 20 St & 7 Ave,40.74238787,-73.99726235,2015,11,3881
W 20 St & 7 Ave,40.74238787,-73.99726235,2015,12,1
W 20 St & 8 Ave,40.74345335,-74.00004031,2015,11,3267
W 20 St & 8 Ave,40.74345335,-74.00004031,2015,12,1
W 21 St & 6 Ave,40.74173969,-73.99415556,2015,11,8268
W 22 St & 10 Ave,40.74691959,-74.00451887,2015,11,4490
W 22 St & 8 Ave,40.74475148,-73.99915362,2015,11,4061
W 24 St & 7 Ave,40.74487634,-73.99529885,2015,11,5105
W 25 St & 6 Ave,40.74395411,-73.99144871,2015,11,3998
W 25 St & 6 Ave,40.74395411,-73.99144871,2015,12,1
W 26 St & 10 Ave,40.74971775,-74.00295035,2015,11,3092
W 26 St & 8 Ave,40.74734825,-73.99723551,2015,11,4474
W 27 St & 7 Ave,40.746647,-73.993915,2015,11,4854
W 29 St & 9 Ave,40.7500727,-73.99839279,2015,11,2836
W 31 St & 7 Ave,40.749156,-73.9916,2015,11,5408
W 33 St & 7 Ave,40.75019995,-73.99093085,2015,11,4394
W 34 St & 11 Ave,40.75594159,-74.0021163,2015,11,2050
W 37 St & 10 Ave,40.75660359,-73.9979009,2015,11,3015
W 37 St & 5 Ave,40.75038009,-73.98338988,2015,11,2945
W 38 St & 8 Ave,40.75466591,-73.99138152,2015,11,5312
W 38 St & 8 Ave,40.75466591,-73.99138152,2015,12,2
W 39 St & 9 Ave,40.75645824,-73.99372222,2015,11,4119
W 4 St & 7 Ave S,40.73401143,-74.00293877,2015,11,4093
W 41 St & 8 Ave,40.75640548,-73.9900262,2015,11,5760
W 42 St & 8 Ave,40.7575699,-73.99098507,2015,11,3311
W 43 St & 10 Ave,40.76009437,-73.99461843,2015,11,3533
W 43 St & 6 Ave,40.75527307,-73.98316936,2015,11,3278
W 43 St & 6 Ave,40.75527307,-73.98316936,2015,12,1
W 44 St & 5 Ave,40.75500254,-73.98014437,2015,11,3979
W 45 St & 6 Ave,40.7568001,-73.98291153,2015,11,1500
W 45 St & 8 Ave,40.75929124,-73.98859651,2015,11,3478
W 45 St & 8 Ave,40.75929124,-73.98859651,2015,12,1
W 46 St & 11 Ave,40.76341379,-73.99667444,2015,11,2423
W 47 St & 10 Ave,40.76269882,-73.99301222,2015,11,2704
W 47 St & 10 Ave,40.76269882,-73.99301222,2015,12,2
W 49 St & 8 Ave,40.76227205,-73.98788205,2015,11,3630
W 49 St & 8 Ave,40.76227205,-73.98788205,2015,12,1
W 51 St & 6 Ave,40.7606597,-73.98042047,2015,11,3040
W 52 St & 11 Ave,40.76727216,-73.99392888,2015,11,2322
W 52 St & 11 Ave,40.76727216,-73.99392888,2015,12,1
W 52 St & 5 Ave,40.75992262,-73.97648516,2015,11,3455
W 52 St & 5 Ave,40.75992262,-73.97648516,2015,12,1
W 52 St & 9 Ave,40.76461837,-73.98789473,2015,11,2128
W 52 St & 9 Ave,40.76461837,-73.98789473,2015,12,1
W 53 St & 10 Ave,40.76669671,-73.99061728,2015,11,2356
W 54 St & 9 Ave,40.76584941,-73.98690506,2015,11,1890
W 56 St & 10 Ave,40.768254,-73.988639,2015,11,2358
W 56 St & 6 Ave,40.76340613,-73.97722479,2015,11,3595
W 59 St & 10 Ave,40.770513,-73.988038,2015,11,1735
W 63 St & Broadway,40.77163851,-73.98261428,2015,11,2722
W 63 St & Broadway,40.77163851,-73.98261428,2015,12,1
W 64 St & West End Ave,40.77452835,-73.98753759,2015,11,1405
W 67 St & Broadway,40.77492513,-73.98266566,2015,11,2680
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2015,11,2190
W 74 St & Columbus Ave,40.7785669,-73.97754961,2015,11,1274
W 76 St & Columbus Ave,40.78018397,-73.97728533,2015,11,1615
W 76 St & Columbus Ave,40.78018397,-73.97728533,2015,12,1
W 78 St & Broadway,40.78339981,-73.98093133,2015,11,1389
W 82 St & Central Park West,40.78275,-73.97137,2015,11,1164
W 84 St & Broadway,40.7867947,-73.977112,2015,11,2789
W 84 St & Broadway,40.7867947,-73.977112,2015,12,1
W 84 St & Columbus Ave,40.78499979,-73.97283406,2015,11,2101
W Broadway & Spring St,40.72490985,-74.00154702,2015,11,3540
Warren St & Church St,40.71473993,-74.00910627,2015,11,1620
Washington Ave & Greene Ave,40.68650065,-73.96563307,2015,11,446
Washington Ave & Park Ave,40.69610226,-73.96751037,2015,11,885
Washington Park,40.6917823,-73.9737299,2015,11,549
Washington Pl & 6 Ave,40.73224119,-74.00026394,2015,11,2129
Washington Pl & Broadway,40.72903917,-73.99404649,2015,11,4185
Washington Pl & Broadway,40.72903917,-73.99404649,2015,12,1
Washington St & Gansevoort St,40.739323,-74.008119,2015,11,4313
Washington St & Gansevoort St,40.739323,-74.008119,2015,12,1
Water - Whitehall Plaza,40.70255065,-74.0127234,2015,11,1238
Watts St & Greenwich St,40.72405549,-74.00965965,2015,11,2366
West St & Chambers St,40.71754834,-74.01322069,2015,11,6059
West St & Chambers St,40.71754834,-74.01322069,2015,12,1
West Thames St,40.70834698,-74.01713445,2015,11,2743
William St & Pine St,40.70717936,-74.00887308,2015,11,1727
Willoughby Ave & Hall St,40.69196035,-73.96536851,2015,11,669
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2015,11,229
Willoughby Ave & Walworth St,40.69331716,-73.95381995,2015,11,364
Willoughby St & Fleet St,40.69196566,-73.9813018,2015,11,888
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2015,11,1746
York St & Jay St,40.7014851,-73.98656928,2015,11,1717
1 Ave & E 15 St,40.73221853,-73.98165557,2015,12,4258
1 Ave & E 18 St,40.73381219,-73.98054421,2015,12,2854
1 Ave & E 30 St,40.74144387,-73.97536082,2015,12,3241
1 Ave & E 44 St,40.75001986,-73.96905301,2015,12,2020
1 Ave & E 62 St,40.7612274,-73.96094022,2015,12,2164
1 Ave & E 62 St,40.7612274,-73.96094022,2016,1,1
1 Ave & E 68 St,40.76500525,-73.95818491,2015,12,3532
1 Ave & E 68 St,40.76500525,-73.95818491,2016,1,1
1 Ave & E 78 St,40.77140426,-73.9535166,2015,12,2321
10 Ave & W 28 St,40.75066386,-74.00176802,2015,12,3000
11 Ave & W 27 St,40.751396,-74.005226,2015,12,2773
11 Ave & W 41 St,40.76030096,-73.99884222,2015,12,2661
11 Ave & W 59 St,40.771522,-73.990541,2015,12,1829
12 Ave & W 40 St,40.76087502,-74.00277668,2015,12,2833
2 Ave & E 31 St,40.74290902,-73.97706058,2015,12,3016
2 Ave & E 58 St,40.76020258,-73.96478473,2015,12,1
21 St & 41 Ave,40.75383343,-73.94267678,2015,12,122
21 St & 43 Ave,40.75052534,-73.94594845,2015,12,73
3 Ave & E 62 St,40.76312584,-73.96526895,2015,12,1226
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2015,12,288
31 St & Thomson Ave,40.74469738,-73.93540375,2015,12,104
44 Dr & Jackson Ave,40.74718234,-73.9432635,2015,12,417
45 Rd & 11 St,40.74708586,-73.94977234,2015,12,387
46 Ave & 5 St,40.74731,-73.95451,2015,12,716
47 Ave & 31 St,40.743,-73.93561,2015,12,139
48 Ave & 5 St,40.74436329,-73.95587325,2015,12,223
5 Ave & E 29 St,40.7451677,-73.98683077,2015,12,3164
