start_station_name,start_station_latitude,start_station_longitude,year,month,count
Perry St & Bleecker St,40.73535398,-74.00483091,2016,9,3138
Pershing Square North,40.751873,-73.977706,2016,9,16556
Pershing Square South,40.751581,-73.97791,2016,9,4843
Pier 40 - Hudson River Park,40.72771408,-74.01129574,2016,9,6457
Pike St & E Broadway,40.71406667,-73.99293911,2016,9,2479
Pike St & Monroe St,40.71173107,-73.99193043,2016,9,1530
Pioneer St & Richards St,40.6777748,-74.0094613,2016,9,122
Pioneer St & Van Brunt St,40.679043,-74.011169,2016,9,374
Pitt St & Stanton St,40.71926081,-73.98178024,2016,9,885
Plaza St West & Flatbush Ave,40.6750207,-73.97111473,2016,9,1669
President St & Henry St,40.6828003,-73.99990419,2016,9,711
Prospect Park West & 8 St,40.66514682,-73.97637606,2016,9,1246
Prospect Pl & 6 Ave,40.6793307,-73.97519523,2016,9,993
Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2016,9,283
Putnam Ave & Nostrand Ave,40.68402,-73.94977,2016,9,378
Putnam Ave & Throop Ave,40.6851532,-73.94111,2016,9,453
Queens Plaza North & Crescent St,40.75110165,-73.94073717,2016,9,2280
Railroad Ave & Kay Ave,40.70531194,-73.97100056,2016,9,71
Reade St & Broadway,40.71450451,-74.00562789,2016,9,2535
Reed St & Van Brunt St,40.6747844,-74.01612847,2016,9,998
Richards St & Delavan St,40.6794327,-74.00785041,2016,9,183
Richardson St & N Henry St,40.71907891,-73.9422369,2016,9,540
Riverside Blvd & W 67 St,40.77750703,-73.98888588,2016,9,3682
Riverside Dr & W 104 St,40.8013434,-73.97114574,2016,9,1616
Riverside Dr & W 72 St,40.78057799,-73.98562431,2016,9,2854
Riverside Dr & W 78 St,40.78414472,-73.98362492,2016,9,2339
Riverside Dr & W 82 St,40.78720869,-73.98128127,2016,9,2269
Riverside Dr & W 91 St,40.7933718,-73.97685115,2016,9,961
Rivington St & Chrystie St,40.72110063,-73.9919254,2016,9,3332
Rivington St & Chrystie St,40.72110063,-73.9919254,2016,10,1
Rivington St & Ridge St,40.71850211,-73.98329859,2016,9,2268
Roebling St & N 4 St,40.71469,-73.95739,2016,9,1372
S 3 St & Bedford Ave,40.71260486,-73.96264403,2016,9,1992
S 4 St & Rodney St,40.70934,-73.95608,2016,9,830
S 4 St & Wythe Ave,40.71285887,-73.96590294,2016,9,2748
S 5 Pl & S 4 St,40.710451,-73.960876,2016,9,3844
S 5 Pl & S 4 St,40.710451,-73.960876,2016,10,1
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2016,9,889
SSP Tech Workshop,40.646678,-74.016263,2016,9,2
Sands St & Navy St,40.699773,-73.979927,2016,9,373
Schermerhorn St & Court St,40.69102926,-73.99183363,2016,9,1881
Scholes St & Manhattan Ave,40.70870368,-73.9448625,2016,9,733
Smith St & 3 St,40.6787242,-73.99599099,2016,9,592
Smith St & 9 St,40.6746957,-73.99785768,2016,9,686
Soissons Landing,40.69231661,-74.01486576,2016,9,1542
South End Ave & Liberty St,40.711512,-74.015756,2016,9,8522
South End Ave & Liberty St,40.711512,-74.015756,2016,10,1
South St & Gouverneur Ln,40.70355377,-74.00670227,2016,9,3753
South St & Whitehall St,40.70122128,-74.01234218,2016,9,3177
South St & Whitehall St,40.70122128,-74.01234218,2016,10,1
Spruce St & Nassau St,40.71146364,-74.00552427,2016,9,2786
St James Pl & Oliver St,40.71307916,-73.99851193,2016,9,2065
St James Pl & Pearl St,40.71117416,-74.00016545,2016,9,1277
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2016,9,5157
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2016,10,1
St Marks Pl & 2 Ave,40.7284186,-73.98713956,2016,9,6169
Stagg St & Union Ave,40.70877084,-73.95095259,2016,9,1035
Stanton St & Chrystie St,40.72229346,-73.99147535,2016,9,4487
Stanton St & Mangin St,40.71782143,-73.97628939,2016,9,1668
State St & Smith St,40.68926942,-73.98912867,2016,9,1687
Suffolk St & Stanton St,40.72066442,-73.98517977,2016,9,4901
Sullivan St & Washington Sq,40.73047747,-73.99906065,2016,9,5184
Sullivan St & Washington Sq,40.73047747,-73.99906065,2016,10,1
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2016,9,276
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2016,9,585
Union Ave & Jackson St,40.7160751,-73.952029,2016,9,719
Union Ave & N 12 St,40.71924,-73.95242,2016,9,1700
Union Ave & Wallabout St,40.70029511,-73.95032283,2016,9,395
Union St & 4 Ave,40.6772744,-73.98282002,2016,9,1132
University Pl & E 14 St,40.73492695,-73.99200509,2016,9,7390
University Pl & E 8 St,40.73143724,-73.99490342,2016,9,5141
Van Brunt St & Wolcott St,40.6773429,-74.01275056,2016,9,713
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2016,9,2471
Verona Pl & Fulton St,40.68035608,-73.9476791,2016,9,371
Vesey Pl & River Terrace,40.7153379,-74.01658354,2016,9,7392
Vesey Pl & River Terrace,40.7153379,-74.01658354,2016,10,1
W 100 St & Broadway,40.7973721,-73.97041192,2016,9,1910
W 100 St & Manhattan Ave,40.795,-73.9645,2016,9,480
W 104 St & Amsterdam Ave,40.7989937,-73.96621738,2016,9,884
W 106 St & Amsterdam Ave,40.8008363,-73.96644925,2016,9,1405
W 106 St & Amsterdam Ave,40.8008363,-73.96644925,2016,10,1
W 106 St & Central Park West,40.7981856,-73.9605909,2016,9,2003
W 107 St & Columbus Ave,40.7997568,-73.96211287,2016,9,840
W 11 St & 6 Ave,40.73532427,-73.99800419,2016,9,3201
W 11 St & 6 Ave,40.73532427,-73.99800419,2016,10,2
W 13 St & 5 Ave,40.73543934,-73.99453948,2016,9,4805
W 13 St & 5 Ave,40.73543934,-73.99453948,2016,10,1
W 13 St & 6 Ave,40.73649403,-73.99704374,2016,9,6004
W 13 St & Hudson St,40.73997354,-74.00513873,2016,9,6495
W 14 St & The High Line,40.74195138,-74.00803013,2016,9,4469
W 15 St & 7 Ave,40.73935542,-73.99931783,2016,9,6282
W 15 St & 7 Ave,40.73935542,-73.99931783,2016,10,1
W 16 St & The High Line,40.74334935,-74.00681753,2016,9,5347
W 17 St & 8 Ave,40.74177603,-74.00149746,2016,9,5174
W 18 St & 6 Ave,40.73971301,-73.99456405,2016,9,7899
W 20 St & 11 Ave,40.746745,-74.007756,2016,9,9103
W 20 St & 7 Ave,40.74238787,-73.99726235,2016,9,5695
W 20 St & 7 Ave,40.74238787,-73.99726235,2016,10,2
W 20 St & 8 Ave,40.74345335,-74.00004031,2016,9,4459
W 21 St & 6 Ave,40.74173969,-73.99415556,2016,9,10648
W 21 St & 6 Ave,40.74173969,-73.99415556,2016,10,1
W 22 St & 10 Ave,40.74691959,-74.00451887,2016,9,6770
W 22 St & 8 Ave,40.74475148,-73.99915362,2016,9,5710
W 24 St & 7 Ave,40.74487634,-73.99529885,2016,9,6273
W 25 St & 6 Ave,40.74395411,-73.99144871,2016,9,5562
W 26 St & 10 Ave,40.74971775,-74.00295035,2016,9,4930
W 26 St & 10 Ave,40.74971775,-74.00295035,2016,10,2
W 26 St & 8 Ave,40.74734825,-73.99723551,2016,9,5951
W 27 St & 10 Ave,40.75018156,-74.00218427,2016,9,4089
W 27 St & 10 Ave,40.75018156,-74.00218427,2016,10,1
W 27 St & 7 Ave,40.746647,-73.993915,2016,9,5746
W 31 St & 7 Ave,40.749156,-73.9916,2016,9,7307
W 33 St & 7 Ave,40.75019995,-73.99093085,2016,9,6360
W 34 St & 11 Ave,40.75594159,-74.0021163,2016,9,4318
W 37 St & 10 Ave,40.75660359,-73.9979009,2016,9,548
W 37 St & 5 Ave,40.75038009,-73.98338988,2016,9,3697
W 37 St & 5 Ave,40.75038009,-73.98338988,2016,10,1
W 38 St & 8 Ave,40.75466591,-73.99138152,2016,9,7697
W 39 St & 9 Ave,40.75645824,-73.99372222,2016,9,6647
W 4 St & 7 Ave S,40.73401143,-74.00293877,2016,9,6002
W 4 St & 7 Ave S,40.73401143,-74.00293877,2016,10,2
W 41 St & 8 Ave,40.75640548,-73.9900262,2016,9,8616
W 42 St & 8 Ave,40.7575699,-73.99098507,2016,9,4609
W 42 St & Dyer Ave,40.75898481,-73.99379969,2016,9,5263
W 43 St & 10 Ave,40.76009437,-73.99461843,2016,9,4451
W 43 St & 6 Ave,40.75527307,-73.98316936,2016,9,5262
W 44 St & 5 Ave,40.75500254,-73.98014437,2016,9,4695
W 45 St & 6 Ave,40.7568001,-73.98291153,2016,9,3712
W 45 St & 8 Ave,40.75929124,-73.98859651,2016,9,4533
W 45 St & 8 Ave,40.75929124,-73.98859651,2016,10,1
W 46 St & 11 Ave,40.76341379,-73.99667444,2016,9,4393
W 47 St & 10 Ave,40.76269882,-73.99301222,2016,9,4166
W 49 St & 8 Ave,40.76227205,-73.98788205,2016,9,5369
W 52 St & 11 Ave,40.76727216,-73.99392888,2016,9,3856
W 52 St & 5 Ave,40.75992262,-73.97648516,2016,9,8156
W 52 St & 9 Ave,40.76461837,-73.98789473,2016,9,2863
W 53 St & 10 Ave,40.76669671,-73.99061728,2016,9,3684
W 54 St & 9 Ave,40.76584941,-73.98690506,2016,9,2987
W 56 St & 10 Ave,40.768254,-73.988639,2016,9,3080
W 56 St & 10 Ave,40.768254,-73.988639,2016,10,1
W 56 St & 6 Ave,40.76340613,-73.97722479,2016,9,130
W 59 St & 10 Ave,40.770513,-73.988038,2016,9,2388
W 63 St & Broadway,40.77163851,-73.98261428,2016,9,3726
W 63 St & Broadway,40.77163851,-73.98261428,2016,10,2
W 64 St & West End Ave,40.77452835,-73.98753759,2016,9,2367
W 67 St & Broadway,40.77492513,-73.98266566,2016,9,3685
W 67 St & Broadway,40.77492513,-73.98266566,2016,10,1
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2016,9,3468
W 74 St & Columbus Ave,40.7785669,-73.97754961,2016,9,1640
W 76 St & Columbus Ave,40.78018397,-73.97728533,2016,9,3055
W 76 St & Columbus Ave,40.78018397,-73.97728533,2016,10,1
W 78 St & Broadway,40.78339981,-73.98093133,2016,9,2470
W 82 St & Central Park West,40.78275,-73.97137,2016,9,2392
W 84 St & Broadway,40.7867947,-73.977112,2016,9,2643
W 84 St & Broadway,40.7867947,-73.977112,2016,10,1
W 84 St & Columbus Ave,40.78499979,-73.97283406,2016,9,2741
W 84 St & Columbus Ave,40.78499979,-73.97283406,2016,10,1
W 87 St  & Amsterdam Ave,40.78839,-73.9747,2016,9,1795
W 87 St & West End Ave,40.790261,-73.977131,2016,9,1512
W 88 St & West End Ave,40.79025417,-73.9771834,2016,9,1
W 89 St & Columbus Ave,40.7882213,-73.97041561,2016,9,1244
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,2016,9,1541
W 92 St & Broadway,40.7921,-73.9739,2016,9,1436
W 95 St & Broadway,40.7937704,-73.971888,2016,9,2460
W Broadway & Spring St,40.72490985,-74.00154702,2016,9,5534
Warren St & Church St,40.71473993,-74.00910627,2016,9,2702
Warren St & Court St,40.686371,-73.99383324,2016,9,1160
Washington Ave & Greene Ave,40.68650065,-73.96563307,2016,9,729
Washington Ave & Park Ave,40.69610226,-73.96751037,2016,9,1521
Washington Park,40.6917823,-73.9737299,2016,9,1046
Washington Pl & 6 Ave,40.73224119,-74.00026394,2016,9,3407
Washington Pl & Broadway,40.72903917,-73.99404649,2016,9,5163
Washington Pl & Broadway,40.72903917,-73.99404649,2016,10,2
Washington St & Gansevoort St,40.739323,-74.008119,2016,9,5568
Washington St & Gansevoort St,40.739323,-74.008119,2016,10,1
Water - Whitehall Plaza,40.70255065,-74.0127234,2016,9,2113
Watts St & Greenwich St,40.72405549,-74.00965965,2016,9,936
West Drive & Prospect Park West,40.66106337,-73.97945255,2016,9,1517
West Drive & Prospect Park West,40.66106337,-73.97945255,2016,10,1
West End Ave & W 107 St,40.8021174,-73.96818053,2016,9,929
West End Ave & W 107 St,40.8021174,-73.96818053,2016,10,1
West End Ave & W 94 St,40.7941654,-73.974124,2016,9,1654
West St & Chambers St,40.71754834,-74.01322069,2016,9,13039
West Thames St,40.70834698,-74.01713445,2016,9,4413
William St & Pine St,40.70717936,-74.00887308,2016,9,2348
Willoughby Ave & Hall St,40.69196035,-73.96536851,2016,9,1404
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2016,9,448
Willoughby Ave & Walworth St,40.69331716,-73.95381995,2016,9,550
Willoughby St & Fleet St,40.69196566,-73.9813018,2016,9,1515
Wolcott St & Dwight St,40.6753274,-74.0100698,2016,9,207
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2016,9,507
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2016,9,3228
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2016,10,2
Yankee Ferry Terminal,40.686931,-74.016966,2016,9,1866
York St & Jay St,40.7014851,-73.98656928,2016,9,3104
1 Ave & E 16 St,40.73221853,-73.98165557,2016,10,3445
1 Ave & E 16 St,40.73221853,-73.98165557,2016,11,1
1 Ave & E 18 St,40.73381219,-73.98054421,2016,10,4098
1 Ave & E 30 St,40.74144387,-73.97536082,2016,10,4655
1 Ave & E 44 St,40.75001986,-73.96905301,2016,10,2921
1 Ave & E 62 St,40.7612274,-73.96094022,2016,10,4116
1 Ave & E 68 St,40.76500525,-73.95818491,2016,10,6774
1 Ave & E 78 St,40.77140426,-73.9535166,2016,10,3851
1 Ave & E 94 St,40.7817212,-73.94594,2016,10,1416
1 Pl & Clinton St,40.6809591,-73.99905709,2016,10,548
10 St & 5 Ave,40.6686273,-73.98700053,2016,10,586
10 St & 7 Ave,40.6662078,-73.98199886,2016,10,818
11 Ave & W 27 St,40.751396,-74.005226,2016,10,4895
11 Ave & W 41 St,40.76030096,-73.99884222,2016,10,4597
11 Ave & W 59 St,40.771522,-73.990541,2016,10,3757
12 Ave & W 40 St,40.76087502,-74.00277668,2016,10,8016
12 Ave & W 40 St,40.76087502,-74.00277668,2016,11,2
12 St & 4 Ave,40.668603,-73.9904394,2016,10,410
14 St & 5 Ave,40.666287,-73.98895053,2016,10,910
14 St & 7 Ave,40.663779,-73.98396846,2016,10,807
2 Ave  & E 104 St,40.7892105,-73.94370784,2016,10,636
2 Ave & 9 St,40.6724811,-73.99331394,2016,10,300
2 Ave & E 31 St,40.74290902,-73.97706058,2016,10,4167
2 Ave & E 99 St,40.7862586,-73.94552579,2016,10,301
21 St & 41 Ave,40.75383343,-73.94267678,2016,10,391
21 St & 43 Ave,40.75052534,-73.94594845,2016,10,211
3 Ave & 14 St,40.6685455,-73.99333264,2016,10,435
3 Ave & E 100 St,40.7877214,-73.94728331,2016,10,264
3 Ave & E 62 St,40.76312584,-73.96526895,2016,10,2439
3 Ave & E 71 St,40.76873687,-73.96119945,2016,10,1157
3 Ave & E 72 St,40.7699426,-73.96060712,2016,10,896
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2016,10,642
3 St & 3 Ave,40.6750705,-73.98775226,2016,10,1168
3 St & 7 Ave,40.6703837,-73.97839676,2016,10,1047
3 St & Hoyt St,40.6777287,-73.99364123,2016,10,586
3 St & Prospect Park West,40.668132,-73.97363831,2016,10,1032
31 St & Thomson Ave,40.74469738,-73.93540375,2016,10,271
4 Ave & 9 St,40.6705135,-73.98876585,2016,10,681
4 Ave & 9 St,40.6705135,-73.98876585,2016,11,1
44 Dr & Jackson Ave,40.74718234,-73.9432635,2016,10,980
45 Rd & 11 St,40.74708586,-73.94977234,2016,10,868
46 Ave & 5 St,40.74731,-73.95451,2016,10,1135
47 Ave & 31 St,40.743,-73.93561,2016,10,416
48 Ave & 5 St,40.74436329,-73.95587325,2016,10,615
5 Ave & 3 St,40.6728155,-73.98352355,2016,10,1663
5 Ave & E 103 St,40.7922553,-73.95249933,2016,10,708
5 Ave & E 29 St,40.7451677,-73.98683077,2016,10,4872
5 Ave & E 73 St,40.77282817,-73.96685276,2016,10,5168
5 Ave & E 78 St,40.77682863,-73.96388769,2016,10,4385
5 Ave & E 88 St,40.78307,-73.95939,2016,10,4723
5 Ave & E 88 St,40.78307,-73.95939,2016,11,1
5 Ave & E 93 St,40.7857851,-73.957481,2016,10,1829
5 St & 6 Ave,40.6704836,-73.98208968,2016,10,514
6 Ave & 12 St,40.6663181,-73.9854617,2016,10,493
6 Ave & 9 St,40.668127,-73.98377641,2016,10,947
6 Ave & Broome St,40.724399,-74.004704,2016,10,3220
6 Ave & Canal St,40.72243797,-74.00566443,2016,10,3464
6 Ave & W 33 St,40.74901271,-73.98848395,2016,10,6336
6 St & 7 Ave,40.6686627,-73.97988067,2016,10,518
7 Ave & Park Pl,40.6776147,-73.97324283,2016,10,1560
7 St & 3 Ave,40.67260298,-73.98983002,2016,10,474
7 St & 5 Ave,40.6704922,-73.98541675,2016,10,731
7 St & 5 Ave,40.6704922,-73.98541675,2016,11,1
8 Ave & W 16 St,40.740983,-74.001702,2016,10,5312
8 Ave & W 31 St,40.75058535,-73.99468482,2016,10,7760
8 Ave & W 33 St,40.751551,-73.993934,2016,10,9200
8 Ave & W 52 St,40.76370739,-73.9851615,2016,10,4895
9 Ave & W 18 St,40.74317449,-74.00366443,2016,10,5688
9 Ave & W 18 St,40.74317449,-74.00366443,2016,11,1
9 Ave & W 22 St,40.7454973,-74.00197139,2016,10,6315
9 Ave & W 22 St,40.7454973,-74.00197139,2016,11,1
9 Ave & W 28 St,40.74937024,-73.99923384,2016,10,3528
9 Ave & W 28 St,40.74937024,-73.99923384,2016,11,1
9 Ave & W 45 St,40.76019252,-73.9912551,2016,10,5779
9 Ave & W 45 St,40.76019252,-73.9912551,2016,11,1
9 St & 44 Rd,40.74966,-73.9521,2016,10,282
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2016,10,1424
Albany Ave & Fulton St,40.6800105,-73.938475,2016,10,202
Allen St & Hester St,40.71605866,-73.99190759,2016,10,3892
Allen St & Rivington St,40.72019576,-73.98997825,2016,10,4826
Allen St & Stanton St,40.722055,-73.989111,2016,10,4750
Allen St & Stanton St,40.722055,-73.989111,2016,11,1
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,2016,10,1262
Amsterdam Ave & W 73 St,40.77966809,-73.98093045,2016,10,5158
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2016,10,2092
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2016,11,1
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2016,10,2763
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2016,11,1
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2016,10,1639
Atlantic Ave & Furman St,40.69165183,-73.9999786,2016,10,1561
Avenue D & E 12 St,40.72580614,-73.97422494,2016,10,796
Avenue D & E 3 St,40.72082834,-73.97793172,2016,10,1758
Avenue D & E 8 St,40.72368361,-73.97574813,2016,10,1109
Baltic St & 5 Ave,40.6795766,-73.97854971,2016,10,1093
Bank St & Hudson St,40.73652889,-74.00618026,2016,10,3786
Bank St & Washington St,40.7361967,-74.00859207,2016,10,3200
Banker St & Meserole Ave,40.72606,-73.95621,2016,10,987
Barclay St & Church St,40.71291224,-74.01020234,2016,10,5841
Barrow St & Hudson St,40.73172428,-74.00674436,2016,10,6470
Barrow St & Hudson St,40.73172428,-74.00674436,2016,11,1
Bayard St & Baxter St,40.71602118,-73.99974372,2016,10,3580
Bedford Ave & Nassau Ave,40.72311651,-73.95212324,2016,10,2274
Bedford Ave & S 9 St,40.70853074,-73.96408963,2016,10,387
Bergen St & Flatbush Ave,40.68094472,-73.97567332,2016,10,838
Bergen St & Smith St,40.6867443,-73.99063168,2016,10,2282
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,2016,10,801
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,2016,11,1
Berkeley Pl & 7 Ave,40.67514684,-73.97523209,2016,10,919
Berry St & N 8 St,40.7190095,-73.95852515,2016,10,1979
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2016,10,2097
Boerum St & Broadway,40.70538077,-73.94976519,2016,10,474
Bond St & Bergen St,40.6849668,-73.98620772,2016,10,771
Bond St & Fulton St,40.68962189,-73.98304269,2016,10,1085
Bond St & Fulton St,40.68962189,-73.98304269,2016,11,2
Bond St & Schermerhorn St,40.68807003,-73.98410637,2016,10,1380
Broad St & Bridge St,40.70365182,-74.01167797,2016,10,1447
Broadway & Battery Pl,40.70463334,-74.01361706,2016,10,5129
Broadway & Berry St,40.71044554,-73.96525063,2016,10,1567
Broadway & E 14 St,40.73454567,-73.99074142,2016,10,9346
Broadway & E 14 St,40.73454567,-73.99074142,2016,11,1
Broadway & E 22 St,40.7403432,-73.98955109,2016,10,10536
Broadway & Roebling St,40.70925562,-73.95982218,2016,10,1358
Broadway & W 24 St,40.7423543,-73.98915076,2016,10,8036
Broadway & W 24 St,40.7423543,-73.98915076,2016,11,1
Broadway & W 29 St,40.7462009,-73.98855723,2016,10,5843
Broadway & W 32 St,40.74854862,-73.98808416,2016,10,5680
Broadway & W 32 St,40.74854862,-73.98808416,2016,11,1
Broadway & W 36 St,40.75097711,-73.98765428,2016,10,2924
Broadway & W 37 St,40.75172632,-73.98753523,2016,10,2906
Broadway & W 39 St,40.75299641,-73.98721619,2016,10,5778
Broadway & W 49 St,40.76068327,-73.98452729,2016,10,4937
Broadway & W 51 St,40.76228826,-73.98336183,2016,10,4324
Broadway & W 53 St,40.76344058,-73.98268129,2016,10,4262
Broadway & W 53 St,40.76344058,-73.98268129,2016,11,2
Broadway & W 55 St,40.7652654,-73.98192338,2016,10,6141
Broadway & W 58 St,40.76695317,-73.98169333,2016,10,6811
Broadway & W 60 St,40.76915505,-73.98191841,2016,10,6988
Broadway & Whipple St,40.7016657,-73.9437303,2016,10,539
Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,2016,10,972
Bus Slip & State St,40.701907,-74.013942,2016,10,2586
Bushwick Ave & Powers St,40.71247661,-73.94100005,2016,10,745
Butler St & Court St,40.6849894,-73.99440329,2016,10,704
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2016,10,1576
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,2016,10,1640
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,2016,11,1
Cambridge Pl & Gates Ave,40.68488,-73.96304,2016,10,478
Canal St & Rutgers St,40.71427487,-73.98990025,2016,10,4097
Carlton Ave & Flushing Ave,40.697787,-73.973736,2016,10,1196
Carlton Ave & Park Ave,40.69580705,-73.97355569,2016,10,696
Carmine St & 6 Ave,40.73038599,-74.00214988,2016,10,7974
Carroll St & 5 Ave,40.6751622,-73.9814832,2016,10,1078
Carroll St & 6 Ave,40.6740886,-73.9787282,2016,10,1162
Carroll St & Bond St,40.6786115,-73.99037292,2016,10,624
Carroll St & Columbia St,40.6830456,-74.00348559,2016,10,817
Carroll St & Smith St,40.680611,-73.99475825,2016,10,1497
Cathedral Pkwy & Broadway,40.804213,-73.96699104,2016,10,3186
Catherine St & Monroe St,40.71117444,-73.99682619,2016,10,1690
Center Blvd & Borden Ave,40.74161,-73.96044,2016,10,459
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,2016,10,4853
Central Park S & 6 Ave,40.76590936,-73.97634151,2016,10,9233
Central Park W & W 96 St,40.79127,-73.964839,2016,10,3181
Central Park West & W 100 St,40.793393,-73.9635556,2016,10,1087
Central Park West & W 102 St,40.795346,-73.96186,2016,10,1329
Central Park West & W 68 St,40.7734066,-73.97782542,2016,10,4416
Central Park West & W 72 St,40.77579377,-73.97620574,2016,10,5332
Central Park West & W 76 St,40.77896784,-73.97374737,2016,10,3383
Central Park West & W 85 St,40.78472675,-73.96961715,2016,10,591
Centre St & Chambers St,40.71273266,-74.0046073,2016,10,6479
Centre St & Chambers St,40.71273266,-74.0046073,2016,11,1
Centre St & Worth St,40.71494807,-74.00234482,2016,10,2512
Cherry St,40.71219906,-73.97948148,2016,10,1441
Christopher St & Greenwich St,40.73291553,-74.00711384,2016,10,6480
Clark St & Henry St,40.69760127,-73.99344559,2016,10,2134
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,2016,10,990
Clermont Ave & Park Ave,40.69573398,-73.97129668,2016,10,521
Cleveland Pl & Spring St,40.72210379,-73.99724901,2016,10,8103
Cleveland Pl & Spring St,40.72210379,-73.99724901,2016,11,1
Cliff St & Fulton St,40.70823502,-74.00530063,2016,10,2496
Clinton Ave & Flushing Ave,40.69794,-73.96986848,2016,10,1225
Clinton Ave & Myrtle Ave,40.693261,-73.968896,2016,10,1598
Clinton St & 4 Place,40.6783563,-74.00014502,2016,10,901
Clinton St & Centre St,40.67434,-74.00194698,2016,10,123
Clinton St & Grand St,40.71559509,-73.9870295,2016,10,2542
Clinton St & Joralemon St,40.69239502,-73.99337909,2016,10,2101
Clinton St & Joralemon St,40.69239502,-73.99337909,2016,11,1
Clinton St & Tillary St,40.696192,-73.991218,2016,10,1948
Clinton St & Union St,40.6831164,-73.99785267,2016,10,836
Coffey St & Conover St,40.677236,-74.015665,2016,10,400
Columbia Heights & Cranberry St,40.70037867,-73.99548059,2016,10,513
Columbia St & Degraw St,40.6859296,-74.00242364,2016,10,962
Columbia St & Kane St,40.68763155,-74.0016256,2016,10,903
Columbia St & Lorraine St,40.6747055,-74.0075572,2016,10,212
Columbia St & Rivington St,40.71739973,-73.98016555,2016,10,1704
Columbia St & W 9 St,40.6769993,-74.00647134,2016,10,219
Columbus Ave & W 103 St,40.7969347,-73.96434123,2016,10,257
Columbus Ave & W 72 St,40.7770575,-73.97898475,2016,10,4942
Columbus Ave & W 72 St,40.7770575,-73.97898475,2016,11,1
Columbus Ave & W 95 St,40.7919557,-73.968087,2016,10,2443
Commerce St & Van Brunt St,40.6812117,-74.00860912,2016,10,364
Concord St & Bridge St,40.69766564,-73.98476437,2016,10,884
Congress St & Clinton St,40.6881529,-73.99520919,2016,10,1223
Cooper Square & E 7 St,40.7292365,-73.99086803,2016,10,12522
Cooper Square & E 7 St,40.7292365,-73.99086803,2016,11,1
Court St & Nelson St,40.6763947,-73.99869893,2016,10,851
Court St & State St,40.6902375,-73.99203074,2016,10,1678
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2016,10,191
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2016,11,1
DeKalb Ave & Hudson Ave,40.689888,-73.981013,2016,10,1936
DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,2016,10,1209
DeKalb Ave & Skillman St,40.6906495,-73.95643107,2016,10,627
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2016,10,1230
Dean St & 4 Ave,40.68312489,-73.97895137,2016,10,1722
Dean St & Hoyt St,40.6864442,-73.98759104,2016,10,602
Degraw St & Hoyt St,40.68199044,-73.99079025,2016,10,492
Degraw St & Smith St,40.6829151,-73.99318208,2016,10,776
Devoe St & Leonard St,40.71348658,-73.94792458,2016,10,805
Division Ave & Hooper St,40.70691254,-73.95441667,2016,10,511
Division Ave & Marcy Ave,40.70708701,-73.95796783,2016,10,272
Division St & Bowery,40.71413089,-73.9970468,2016,10,2672
Douglass St & 3 Ave,40.6802133,-73.98432695,2016,10,755
Douglass St & 4 Ave,40.6792788,-73.98154004,2016,10,788
Douglass St & 4 Ave,40.6792788,-73.98154004,2016,11,2
Driggs Ave & Lorimer St,40.72179134,-73.9504154,2016,10,780
Driggs Ave & N Henry St,40.72325,-73.94308,2016,10,1106
Duane St & Greenwich St,40.71748752,-74.0104554,2016,10,2259
Duffield St & Willoughby St,40.69221589,-73.9842844,2016,10,1306
E 10 St & 5 Ave,40.73331967,-73.99510132,2016,10,3211
E 10 St & Avenue A,40.72740794,-73.98142006,2016,10,5518
E 10 St & Avenue A,40.72740794,-73.98142006,2016,11,2
