stop_hour,year,month,count
17,2017,7,1
18,2017,5,159265
19,2017,5,118876
19,2017,6,2
20,2017,5,77822
20,2017,6,2
21,2017,5,51478
21,2017,7,1
22,2017,5,37046
22,2017,6,2
23,2017,5,24525
23,2017,7,1
0,2017,6,19779
0,2017,7,193
1,2017,6,10188
1,2017,7,10
2,2017,6,5630
2,2017,7,3
3,2017,6,3444
3,2017,7,5
4,2017,6,2852
4,2017,7,2
5,2017,6,8306
5,2017,7,3
6,2017,6,31668
6,2017,7,5
7,2017,6,66753
7,2017,7,3
8,2017,6,121099
8,2017,7,13
9,2017,6,116420
9,2017,7,6
10,2017,6,77598
10,2017,7,2
11,2017,6,77088
11,2017,7,5
12,2017,6,87705
12,2017,7,6
13,2017,6,91900
13,2017,7,5
14,2017,6,94675
14,2017,7,31
15,2017,6,100545
15,2017,7,5
16,2017,6,116196
16,2017,7,8
17,2017,6,161212
17,2017,7,12
18,2017,6,172176
18,2017,7,4
19,2017,6,129540
19,2017,7,5
20,2017,6,91417
20,2017,7,5
21,2017,6,64018
21,2017,7,7
22,2017,6,47952
22,2017,7,3
23,2017,6,33084
23,2017,7,8
0,2017,7,19779
0,2017,8,152
1,2017,7,11035
1,2017,8,9
2,2017,7,6276
2,2017,8,2
3,2017,7,3870
4,2017,7,3148
4,2017,8,3
5,2017,7,8346
5,2017,8,1
6,2017,7,30097
6,2017,8,2
7,2017,7,60618
7,2017,8,4
8,2017,7,107964
8,2017,8,4
9,2017,7,104266
9,2017,8,4
10,2017,7,72699
10,2017,8,4
11,2017,7,74857
12,2017,7,90206
13,2017,7,97542
14,2017,7,100119
15,2017,7,104271
16,2017,7,119855
17,2017,7,160254
18,2017,7,174002
19,2017,7,135404
20,2017,7,99365
21,2017,7,65964
22,2017,7,50934
23,2017,7,34543
0,2017,8,18493
0,2017,9,157
1,2017,8,10819
1,2017,9,10
2,2017,8,5771
2,2017,9,18
3,2017,8,3487
3,2017,9,4
4,2017,8,3031
4,2017,9,3
5,2017,8,8854
6,2017,8,35605
7,2017,8,68650
7,2017,9,4
8,2017,8,125453
8,2017,9,7
9,2017,8,121140
9,2017,9,4
10,2017,8,81644
10,2017,9,8
11,2017,8,82478
11,2017,9,6
12,2017,8,96918
12,2017,9,2
13,2017,8,98833
13,2017,9,6
14,2017,8,97999
14,2017,9,26
15,2017,8,103742
15,2017,9,1
16,2017,8,118963
16,2017,9,8
17,2017,8,165941
17,2017,9,5
18,2017,8,183312
18,2017,9,9
19,2017,8,142260
19,2017,9,3
20,2017,8,97276
20,2017,9,2
21,2017,8,65171
21,2017,9,8
22,2017,8,48078
22,2017,9,3
23,2017,8,32279
23,2017,9,7
0,2017,9,19119
0,2017,10,170
1,2017,9,10712
1,2017,10,7
2,2017,9,5908
2,2017,10,4
3,2017,9,3683
4,2017,9,3038
5,2017,9,8705
6,2017,9,33505
6,2017,10,2
7,2017,9,75108
7,2017,10,3
8,2017,9,136849
8,2017,10,9
9,2017,9,123640
9,2017,10,5
10,2017,9,85101
10,2017,10,3
11,2017,9,85440
11,2017,10,5
12,2017,9,102324
12,2017,10,2
13,2017,9,107919
13,2017,10,4
14,2017,9,110320
14,2017,10,1
15,2017,9,114103
15,2017,10,5
16,2017,9,127844
16,2017,10,3
17,2017,9,174802
17,2017,10,2
18,2017,9,191098
19,2017,9,137490
19,2017,10,1
20,2017,9,85950
20,2017,10,3
21,2017,9,59767
21,2017,10,14
22,2017,9,44622
22,2017,10,1
23,2017,9,30804
23,2017,10,3
0,2017,10,19054
0,2017,11,146
1,2017,10,10895
1,2017,11,7
2,2017,10,6259
2,2017,11,1
3,2017,10,3735
3,2017,11,1
4,2017,10,3059
4,2017,11,3
4,2017,12,1
5,2017,10,8597
5,2017,11,6
6,2017,10,33217
6,2017,11,3
7,2017,10,73597
7,2017,11,3
8,2017,10,143186
8,2017,11,10
9,2017,10,130953
9,2017,11,4
10,2017,10,87612
10,2017,11,4
11,2017,10,83339
11,2017,11,2
11,2017,12,4
12,2017,10,100049
12,2017,11,6
12,2017,12,2
12,2018,1,1
13,2017,10,104991
13,2017,11,7
14,2017,10,110071
14,2017,11,7
14,2017,12,5
14,2018,1,1
15,2017,10,116992
15,2017,11,4
15,2018,1,1
16,2017,10,134489
16,2017,11,9
16,2017,12,1
17,2017,10,186589
17,2017,11,4
17,2018,1,1
18,2017,10,188666
18,2017,11,3
18,2017,12,1
19,2017,10,130294
19,2017,11,3
19,2018,1,1
20,2017,10,84591
20,2017,11,2
20,2017,12,1
21,2017,10,60786
21,2017,11,1
22,2017,10,45607
22,2017,11,1
22,2017,12,2
23,2017,10,30705
0,2017,11,11743
0,2017,12,70
1,2017,11,6605
1,2017,12,1
2,2017,11,3353
2,2017,12,1
3,2017,11,2091
3,2017,12,1
4,2017,11,1981
5,2017,11,7038
6,2017,11,26496
6,2017,12,1
7,2017,11,57842
8,2017,11,110560
8,2018,1,1
9,2017,11,101211
9,2017,12,1
9,2018,1,1
10,2017,11,66795
10,2017,12,1
11,2017,11,63316
11,2017,12,1
12,2017,11,74020
12,2017,12,3
13,2017,11,77511
13,2017,12,1
14,2017,11,79319
14,2017,12,4
15,2017,11,81472
15,2017,12,4
16,2017,11,89559
16,2017,12,4
17,2017,11,117323
17,2017,12,1
18,2017,11,119860
18,2017,12,2
19,2017,11,84950
19,2017,12,1
20,2017,11,56705
20,2017,12,2
21,2017,11,40700
21,2017,12,2
22,2017,11,29970
22,2017,12,5
23,2017,11,20121
0,2017,12,8889
0,2018,1,15
1,2017,12,5041
1,2018,1,1
2,2017,12,2831
3,2017,12,1769
4,2017,12,1721
5,2017,12,5057
6,2017,12,18820
7,2017,12,39917
7,2018,1,2
8,2017,12,75960
8,2018,1,3
9,2017,12,72154
9,2018,1,2
10,2017,12,45581
11,2017,12,42220
11,2018,1,1
12,2017,12,48363
12,2018,1,1
13,2017,12,51252
13,2018,1,3
14,2017,12,52402
14,2018,1,1
15,2017,12,54847
15,2018,1,4
16,2017,12,61203
17,2017,12,77851
18,2017,12,76587
19,2017,12,53765
19,2018,1,1
20,2017,12,35202
20,2018,1,1
21,2017,12,25036
21,2018,1,1
22,2017,12,19579
23,2017,12,13884
0,2018,1,5657
0,2018,2,45
1,2018,1,3086
2,2018,1,1723
3,2018,1,1035
4,2018,1,1188
5,2018,1,4429
5,2018,2,1
6,2018,1,15013
7,2018,1,31367
7,2018,2,2
8,2018,1,59881
8,2018,2,4
9,2018,1,54064
9,2018,2,4
10,2018,1,33611
10,2018,2,1
11,2018,1,30632
11,2018,2,1
12,2018,1,35200
12,2018,2,1
12,2018,4,1
13,2018,1,38888
13,2018,2,1
14,2018,1,41501
14,2018,2,5
14,2018,6,2
14,2018,9,1
15,2018,1,44259
15,2018,2,4
16,2018,1,50426
17,2018,1,68256
18,2018,1,70525
18,2018,2,1
19,2018,1,48911
20,2018,1,31654
20,2018,2,1
21,2018,1,21530
21,2018,2,1
22,2018,1,16031
23,2018,1,10051
0,2018,2,6523
0,2018,3,105
1,2018,2,3597
2,2018,2,2002
2,2018,3,1
3,2018,2,1261
4,2018,2,1256
4,2018,3,1
5,2018,2,5160
5,2018,3,1
6,2018,2,19015
6,2018,3,1
7,2018,2,40406
7,2018,3,5
8,2018,2,75066
8,2018,3,2
9,2018,2,67891
9,2018,3,4
9,2018,8,1
10,2018,2,40828
10,2018,3,4
11,2018,2,38066
11,2018,3,2
11,2018,5,1
12,2018,2,45054
12,2018,3,2
13,2018,2,45026
13,2018,3,2
13,2018,4,2
14,2018,2,45521
14,2018,3,7
15,2018,2,46462
15,2018,3,1
16,2018,2,53425
16,2018,4,2
17,2018,2,77691
17,2018,3,5
18,2018,2,79888
18,2018,3,2
19,2018,2,56536
19,2018,3,1
20,2018,2,36510
20,2018,4,1
21,2018,2,25415
21,2018,3,1
22,2018,2,18478
22,2018,3,2
22,2018,6,1
22,2018,7,1
22,2018,8,1
23,2018,2,11878
0,2018,3,7990
0,2018,4,116
0,2018,5,1
1,2018,3,4433
1,2018,4,2
2,2018,3,2344
2,2018,4,4
3,2018,3,1643
3,2018,4,1
3,2018,5,1
4,2018,3,1591
5,2018,3,5134
6,2018,3,18101
6,2018,4,1
7,2018,3,38150
7,2018,4,1
8,2018,3,75993
8,2018,4,2
8,2018,5,1
9,2018,3,71646
9,2018,4,4
10,2018,3,46086
10,2018,4,3
11,2018,3,44803
11,2018,4,7
12,2018,3,53740
12,2018,4,1
13,2018,3,56414
13,2018,4,3
14,2018,3,58545
14,2018,4,3
14,2018,5,1
14,2018,7,1
14,2018,8,1
14,2018,9,1
15,2018,3,62310
15,2018,4,5
15,2018,6,1
16,2018,3,69192
16,2018,4,5
17,2018,3,92901
17,2018,4,1
18,2018,3,96210
18,2018,4,3
19,2018,3,66525
19,2018,4,1
19,2018,5,1
20,2018,3,41421
20,2018,5,1
21,2018,3,27868
21,2018,4,2
22,2018,3,20145
22,2018,4,3
22,2018,6,1
23,2018,3,13308
0,2018,4,10828
0,2018,5,57
1,2018,4,6094
1,2018,5,4
1,2018,6,1
2,2018,4,3463
2,2018,5,1
2,2018,6,1
3,2018,4,1947
3,2018,5,1
4,2018,4,1862
4,2018,5,2
5,2018,4,6038
6,2018,4,21512
6,2018,5,3
7,2018,4,46787
7,2018,5,4
8,2018,4,88052
8,2018,5,3
8,2018,6,1
9,2018,4,86220
9,2018,5,3
10,2018,4,60176
10,2018,5,3
11,2018,4,59912
11,2018,5,2
12,2018,4,72012
13,2018,4,77234
13,2018,5,4
13,2018,6,2
14,2018,4,80550
14,2018,5,14
14,2018,6,2
15,2018,4,84631
15,2018,5,1
16,2018,4,96048
16,2018,6,1
16,2018,8,1
17,2018,4,129070
17,2018,5,1
18,2018,4,133899
19,2018,4,95573
19,2018,5,2
19,2018,6,1
20,2018,4,58475
20,2018,5,1
20,2018,7,1
21,2018,4,39760
21,2018,5,1
22,2018,4,28089
22,2018,5,3
23,2018,4,19190
0,2018,5,18039
0,2018,6,226
1,2018,5,10040
1,2018,6,3
2,2018,5,5749
2,2018,6,7
3,2018,5,3435
3,2018,6,2
4,2018,5,3007
4,2018,6,3
5,2018,5,9362
5,2018,6,1
6,2018,5,34720
6,2018,6,5
7,2018,5,75334
7,2018,6,4
8,2018,5,142547
8,2018,6,7
9,2018,5,127681
9,2018,6,3
10,2018,5,80520
10,2018,6,9
10,2018,8,1
11,2018,5,77486
11,2018,6,4
12,2018,5,91203
12,2018,6,3
12,2018,7,2
13,2018,5,96120
13,2018,6,7
14,2018,5,100142
14,2018,6,32
14,2018,8,1
14,2018,9,2
15,2018,5,106103
15,2018,6,6
15,2018,7,1
16,2018,5,124016
16,2018,6,2
16,2018,7,1
17,2018,5,171832
17,2018,6,3
18,2018,5,182575
18,2018,6,3
19,2018,5,134807
19,2018,6,3
19,2018,7,1
20,2018,5,92949
20,2018,6,1
21,2018,5,60739
21,2018,6,4
22,2018,5,45072
22,2018,6,7
22,2018,7,3
22,2018,8,1
23,2018,5,30871
23,2018,6,2
23,2018,7,1
0,2018,6,20879
0,2018,7,306
1,2018,6,11518
1,2018,7,15
2,2018,6,6679
2,2018,7,5
2,2018,8,2
3,2018,6,4291
3,2018,7,4
4,2018,6,3401
4,2018,7,3
4,2018,9,1
5,2018,6,9655
5,2018,7,3
6,2018,6,33736
6,2018,7,7
7,2018,6,69813
7,2018,7,8
8,2018,6,131845
8,2018,7,8
9,2018,6,129569
9,2018,7,13
10,2018,6,88842
10,2018,7,9
10,2018,8,1
10,2018,9,1
11,2018,6,86202
11,2018,7,9
11,2018,8,1
12,2018,6,100163
12,2018,7,6
13,2018,6,108340
13,2018,7,1
13,2018,8,1
13,2018,9,1
14,2018,6,109067
14,2018,7,39
14,2018,8,2
14,2018,9,1
15,2018,6,112701
15,2018,7,9
15,2018,8,1
16,2018,6,133104
16,2018,7,4
17,2018,6,181018
17,2018,7,3
17,2018,8,3
18,2018,6,195346
18,2018,7,8
18,2018,8,1
19,2018,6,149131
19,2018,7,11
20,2018,6,105708
20,2018,7,2
20,2018,8,1
21,2018,6,72178
21,2018,7,4
21,2018,8,1
22,2018,6,52823
22,2018,7,16
22,2018,8,2
23,2018,6,36574
23,2018,7,7
0,2018,7,21226
0,2018,8,191
1,2018,7,11925
1,2018,8,3
2,2018,7,6991
2,2018,8,4
3,2018,7,4152
3,2018,8,2
4,2018,7,3620
4,2018,8,1
5,2018,7,9654
5,2018,8,1
6,2018,7,33481
6,2018,8,3
7,2018,7,67491
7,2018,8,7
8,2018,7,128208
8,2018,8,5
9,2018,7,124722
9,2018,8,7
10,2018,7,86176
10,2018,8,2
11,2018,7,84851
11,2018,8,3
12,2018,7,99365
12,2018,8,3
12,2018,9,1
13,2018,7,109305
13,2018,8,5
14,2018,7,110671
14,2018,8,11
14,2018,9,3
15,2018,7,113499
15,2018,8,3
16,2018,7,130012
16,2018,8,5
17,2018,7,173838
17,2018,8,3
18,2018,7,180478
18,2018,8,5
19,2018,7,142884
19,2018,8,4
20,2018,7,104914
20,2018,8,3
21,2018,7,73391
21,2018,8,2
22,2018,7,55086
22,2018,8,10
23,2018,7,37398
0,2018,8,21225
0,2018,9,222
1,2018,8,12057
1,2018,9,10
2,2018,8,6990
2,2018,9,3
3,2018,8,4447
3,2018,9,6
4,2018,8,3906
4,2018,9,1
5,2018,8,10285
5,2018,9,1
6,2018,8,38347
6,2018,9,1
7,2018,8,76082
7,2018,9,2
8,2018,8,141737
8,2018,9,7
9,2018,8,131147
9,2018,9,3
10,2018,8,84058
10,2018,9,7
11,2018,8,84701
11,2018,9,5
12,2018,8,101435
12,2018,9,2
13,2018,8,107861
13,2018,9,11
14,2018,8,105314
14,2018,9,23
15,2018,8,110214
15,2018,9,4
16,2018,8,128994
16,2018,9,2
17,2018,8,183570
17,2018,9,7
18,2018,8,203260
18,2018,9,3
19,2018,8,153223
19,2018,9,1
20,2018,8,104640
20,2018,9,4
21,2018,8,72194
21,2018,9,4
22,2018,8,54171
22,2018,9,9
23,2018,8,36980
23,2018,9,1
0,2018,9,21627
0,2018,10,159
1,2018,9,12670
1,2018,10,3
2,2018,9,7670
2,2018,10,3
3,2018,9,4713
3,2018,10,1
4,2018,9,3825
5,2018,9,8761
5,2018,10,2
6,2018,9,30092
6,2018,10,1
7,2018,9,67075
7,2018,10,4
8,2018,9,124804
8,2018,10,10
9,2018,9,118497
9,2018,10,4
10,2018,9,86382
10,2018,10,2
11,2018,9,89664
11,2018,10,2
12,2018,9,105495
13,2018,9,109264
13,2018,10,4
14,2018,9,112509
14,2018,10,3
15,2018,9,119356
15,2018,10,1
16,2018,9,130730
16,2018,10,4
17,2018,9,173646
17,2018,10,2
18,2018,9,181443
18,2018,10,1
19,2018,9,133207
19,2018,10,1
20,2018,9,89144
21,2018,9,63926
21,2018,10,1
22,2018,9,48398
22,2018,10,2
23,2018,9,34776
0,2018,10,17235
0,2018,11,215
1,2018,10,9692
1,2018,11,1
2,2018,10,5532
2,2018,11,2
3,2018,10,3284
4,2018,10,3310
4,2018,11,1
5,2018,10,9946
5,2018,11,1
6,2018,10,36216
6,2018,11,6
7,2018,10,80681
7,2018,11,4
8,2018,10,150860
8,2018,11,4
9,2018,10,132993
9,2018,11,2
10,2018,10,83290
10,2018,11,4
11,2018,10,79015
11,2018,11,2
12,2018,10,95636
13,2018,10,102940
13,2018,11,1
14,2018,10,106241
14,2018,11,8
15,2018,10,113498
15,2018,11,5
16,2018,10,130449
16,2018,11,3
17,2018,10,180837
17,2018,11,3
18,2018,10,188226
19,2018,10,128026
19,2018,11,1
20,2018,10,83811
20,2018,11,1
21,2018,10,61268
21,2018,11,1
22,2018,10,45347
22,2018,11,2
23,2018,10,30057
0,2018,11,11026
0,2018,12,167
1,2018,11,6009
1,2018,12,2
2,2018,11,3437
3,2018,11,2084
3,2018,12,2
4,2018,11,2256
4,2018,12,1
5,2018,11,7614
5,2018,12,2
6,2018,11,26854
6,2018,12,3
7,2018,11,58681
7,2018,12,1
8,2018,11,108758
8,2018,12,3
9,2018,11,98036
9,2018,12,3
10,2018,11,64018
10,2018,12,2
11,2018,11,61459
11,2018,12,2
12,2018,11,72592
12,2018,12,2
13,2018,11,75691
14,2018,11,76457
14,2018,12,2
15,2018,11,77248
15,2018,12,4
16,2018,11,85154
16,2018,12,3
17,2018,11,106620
17,2018,12,3
18,2018,11,106684
18,2018,12,3
19,2018,11,74928
20,2018,11,50789
21,2018,11,37039
22,2018,11,27727
23,2018,11,18989
0,2018,12,10942
0,2019,1,8
1,2018,12,6333
1,2019,1,2
2,2018,12,3487
2,2019,1,1
3,2018,12,2208
4,2018,12,2151
5,2018,12,6143
6,2018,12,20482
6,2019,1,1
7,2018,12,43098
7,2019,1,1
8,2018,12,82413
8,2019,1,7
9,2018,12,76130
9,2019,1,2
10,2018,12,51617
10,2019,1,3
11,2018,12,51168
11,2019,1,2
12,2018,12,60016
12,2019,1,2
13,2018,12,63182
13,2019,1,4
14,2018,12,63003
14,2019,1,9
15,2018,12,65447
15,2019,1,3
16,2018,12,70693
16,2019,1,3
17,2018,12,84691
17,2019,1,3
18,2018,12,82214
18,2019,1,2
19,2018,12,59612
19,2019,1,1
20,2018,12,40503
20,2019,1,1
21,2018,12,30429
21,2019,1,2
22,2018,12,23629
23,2018,12,16857
0,2019,1,7304
0,2019,2,29
1,2019,1,4228
1,2019,2,2
2,2019,1,2598
3,2019,1,1729
4,2019,1,1977
5,2019,1,6812
5,2019,2,1
6,2019,1,22075
7,2019,1,44392
8,2019,1,84538
8,2019,2,2
9,2019,1,75736
9,2019,2,1
10,2019,1,45739
10,2019,2,3
11,2019,1,42185
11,2019,2,1
12,2019,1,50134
13,2019,1,54205
13,2019,2,2
14,2019,1,55642
14,2019,2,2
15,2019,1,57732
15,2019,2,2
16,2019,1,64551
16,2019,2,2
17,2019,1,90254
17,2019,2,2
18,2019,1,89945
19,2019,1,62586
19,2019,2,1
20,2019,1,41190
20,2019,2,1
21,2019,1,28425
21,2019,2,2
22,2019,1,20410
23,2019,1,12847
0,2019,2,7011
0,2019,3,80
1,2019,2,4001
2,2019,2,2173
3,2019,2,1354
4,2019,2,1783
4,2019,3,1
5,2019,2,6098
6,2019,2,20239
7,2019,2,42118
7,2019,3,4
8,2019,2,79970
8,2019,3,2
9,2019,2,72091
9,2019,3,5
10,2019,2,45098
10,2019,3,2
11,2019,2,43047
11,2019,3,3
12,2019,2,50434
13,2019,2,53255
13,2019,3,2
14,2019,2,54574
14,2019,3,1
15,2019,2,58642
15,2019,3,1
16,2019,2,66149
16,2019,3,2
17,2019,2,90105
17,2019,3,1
18,2019,2,86578
19,2019,2,59359
20,2019,2,38917
21,2019,2,27155
21,2019,3,3
22,2019,2,20421
23,2019,2,13065
0,2019,3,11518
0,2019,4,71
1,2019,3,6392
1,2019,4,1
2,2019,3,3578
2,2019,4,7
3,2019,3,2471
3,2019,4,3
4,2019,3,2373
5,2019,3,7162
5,2019,4,1
6,2019,3,23037
6,2019,4,2
7,2019,3,49153
7,2019,4,8
8,2019,3,95165
8,2019,4,13
9,2019,3,93448
9,2019,4,11
10,2019,3,62082
10,2019,4,7
11,2019,3,59693
11,2019,4,7
12,2019,3,71303
12,2019,4,5
13,2019,3,77070
13,2019,4,12
14,2019,3,79872
14,2019,4,6
15,2019,3,85206
15,2019,4,4
16,2019,3,95827
16,2019,4,9
17,2019,3,130057
17,2019,4,10
18,2019,3,132912
18,2019,4,8
19,2019,3,92569
19,2019,4,4
20,2019,3,59486
20,2019,4,8
21,2019,3,39400
21,2019,4,6
22,2019,3,28495
22,2019,4,3
23,2019,3,19485
0,2019,4,14178
0,2019,5,120
1,2019,4,7739
1,2019,5,3
2,2019,4,4619
2,2019,5,1
3,2019,4,2963
3,2019,5,3
4,2019,4,2913
4,2019,5,2
5,2019,4,8837
6,2019,4,30829
6,2019,5,3
7,2019,4,68235
7,2019,5,4
8,2019,4,131746
8,2019,5,12
9,2019,4,125109
9,2019,5,6
10,2019,4,82614
10,2019,5,4
11,2019,4,79616
11,2019,5,1
12,2019,4,93663
12,2019,5,3
13,2019,4,101494
13,2019,5,10
14,2019,4,105507
14,2019,5,5
15,2019,4,112357
15,2019,5,7
16,2019,4,124210
16,2019,5,6
17,2019,4,168879
17,2019,5,2
18,2019,4,177844
18,2019,5,6
19,2019,4,124606
19,2019,5,3
20,2019,4,79190
20,2019,5,4
21,2019,4,52599
21,2019,5,1
22,2019,4,39371
22,2019,5,1
23,2019,4,26767
23,2019,5,2
0,2019,5,17948
0,2019,6,475
1,2019,5,9744
1,2019,6,18
2,2019,5,5581
2,2019,6,7
3,2019,5,3617
3,2019,6,3
4,2019,5,3485
4,2019,6,6
5,2019,5,10644
5,2019,6,5
6,2019,5,35851
6,2019,6,7
7,2019,5,76489
7,2019,6,5
8,2019,5,141395
8,2019,6,18
9,2019,5,132402
9,2019,6,7
10,2019,5,87314
10,2019,6,6
11,2019,5,84484
11,2019,6,17
12,2019,5,100500
12,2019,6,10
13,2019,5,106791
13,2019,6,17
14,2019,5,112382
14,2019,6,9
15,2019,5,122738
15,2019,6,5
16,2019,5,137014
16,2019,6,6
17,2019,5,185964
17,2019,6,3
18,2019,5,182750
18,2019,6,4
19,2019,5,136608
19,2019,6,5
20,2019,5,93570
20,2019,6,5
21,2019,5,59133
21,2019,6,7
22,2019,5,44601
22,2019,6,2
23,2019,5,32909
23,2019,6,2
